,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10
119,0,0,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,2,3,2,0,1,1,1,1,4,4,6,0,-1,0,0,0,0,0,1,1,1,0,0
120,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,7,0,0,2,2,0,3,5,4,0,-1,1,0,0,0,0,0,0,1,0,0
121,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,2,7,0,1,1,1,1,4,4,6,0,-1,1,1,1,0,0,0,1,1,1,1
122,0,1,1,2,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,5,0,1,1,1,1,1,6,3,3,-1,1,0,1,1,0,1,1,1,0,1
123,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,2,0,4,4,4,0,-1,1,0,0,0,1,0,1,1,1,0
124,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,2,2,0,4,0,-1,0,1,1,0,0,1,1,1,0,1
125,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,0,2,2,2,5,0,-1,1,1,0,1,1,0,1,1,1,0
126,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,0,1,0,0,2,0,3,4,4,4,0,-1,1,1,0,1,1,1,1,0,1,1
127,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,1,1,1,1,4,4,6,0,-1,0,0,0,0,0,0,0,0,1,0
128,0,1,2,3,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,0,0,2,0,4,4,4,0,-1,1,0,1,0,1,1,1,0,1,0
129,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,1,1,1,1,1,6,6,0,-1,0,1,0,0,1,0,1,1,1,1
130,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,0,0,0,2,2,0,3,5,4,0,-1,1,0,1,1,0,0,0,1,1,1
131,0,1,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,7,0,1,1,1,1,4,4,6,0,0,0,1,0,1,1,0,0,0,0,1
132,0,1,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,1,1,1,1,4,4,6,0,-1,1,1,1,0,0,0,0,0,1,0
133,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,0,2,4,4,4,0,-1,0,0,0,1,0,1,1,1,0,0
134,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,4,2,0,0,1,1,1,1,4,4,6,0,0,0,0,0,1,0,1,1,0,1,0
135,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,6,4,0,0,2,0,3,5,3,0,0,-1,0,0,1,1,0,0,0,0,0,0
136,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,0,2,2,0,3,5,7,0,-1,1,1,0,1,1,1,1,1,0,0
137,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,0,0,1,0,0,1,1,0,1,0
138,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,1,1,1,1,4,4,6,11,-1,1,1,0,0,0,0,1,1,0,1
139,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,2,2,0,3,5,7,0,-1,1,1,0,0,1,0,1,1,1,0
140,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,2,5,0,0,2,0,0,3,5,7,0,-1,0,1,0,0,1,1,0,0,0,0
141,0,1,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,1,1,1,4,4,6,0,-1,0,0,0,1,0,0,0,0,0,0
142,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,2,0,3,5,7,0,-1,0,0,1,0,0,1,1,0,1,0
143,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,2,0,2,3,5,4,0,-1,0,0,1,0,1,1,1,1,0,1
144,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,2,0,2,2,2,5,0,-1,0,0,0,1,1,1,1,1,0,1
145,0,0,2,3,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,0,0,2,0,3,0,2,0,-1,1,1,0,0,1,0,1,0,0,1
146,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,1,0,3,4,0,1,1,10,-1,1,1,0,0,1,0,1,1,0,1
147,0,0,0,0,0,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,0,0,2,0,3,0,2,0,-1,1,1,1,0,0,0,1,0,0,0
148,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,2,0,4,4,4,0,-1,0,1,0,0,1,0,1,0,0,0
149,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,0,2,2,2,5,0,-1,1,1,1,1,0,1,1,1,1,0
150,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,0,2,2,0,3,5,7,0,-1,0,1,1,0,0,1,1,0,1,0
151,0,0,2,3,3,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,0,0,2,0,0,0,2,0,-1,0,0,1,0,0,1,1,0,1,1
152,0,1,2,3,3,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,1,0,2,0,3,0,2,12,-1,1,0,0,1,0,0,0,1,1,0
153,0,0,0,0,0,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,2,0,3,5,7,0,-1,1,1,0,0,1,1,1,1,0,0
154,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,0,2,2,0,3,5,4,0,-1,0,1,1,0,0,0,1,1,0,0
155,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,3,5,4,0,-1,0,0,1,0,1,1,1,0,0,1
156,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,1,1,1,1,4,4,6,0,-1,0,1,1,1,1,0,0,1,0,1
157,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,0,2,0,3,4,4,0,0,-1,0,1,1,1,0,0,1,1,1,0
158,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,1,0,0,1,0,1,1,1,1,1
159,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,0,2,0,2,2,2,5,0,-1,0,1,1,1,1,0,1,0,1,0
160,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,0,2,2,0,3,5,7,0,-1,0,1,0,1,0,1,0,0,1,1
161,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,1,1,1,4,4,6,0,-1,1,1,1,0,1,1,0,0,1,0
162,0,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,1,1,1,1,1,6,3,4,-1,0,0,1,0,1,0,0,1,0,1
163,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,0,2,2,0,3,5,7,0,-1,1,1,0,1,1,1,0,1,0,1
164,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,1,1,1,1,1,6,6,0,-1,0,0,1,1,1,0,1,0,1,0
165,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,0,2,2,2,5,0,-1,1,1,0,0,0,0,1,0,0,1
166,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,0,2,0,2,2,5,4,0,-1,0,1,1,0,0,1,0,1,0,1
167,0,1,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,1,1,1,4,4,6,0,-1,1,0,1,0,0,1,1,1,0,1
168,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,1,1,1,1,1,6,3,0,-1,1,1,0,0,1,0,1,1,1,0
169,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,2,2,4,4,0,-1,1,1,0,0,0,0,0,0,1,0
170,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,2,2,0,3,5,4,0,-1,0,1,1,0,0,0,0,1,0,0
171,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,2,0,3,4,4,0,0,-1,1,1,1,1,1,0,0,0,1,1
172,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,1,0,3,4,0,1,1,0,-1,0,1,1,1,0,1,0,0,0,1
173,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,0,2,2,0,3,5,7,0,-1,0,0,1,1,0,0,0,1,1,1
174,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,2,0,0,3,5,7,0,-1,0,1,1,1,0,1,1,1,1,1
175,0,0,0,0,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,0,2,2,0,3,5,7,0,-1,0,1,0,1,0,0,0,1,0,1
176,0,0,2,3,3,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,0,0,2,0,3,0,2,11,-1,0,1,0,0,1,0,1,1,1,1
177,0,1,2,3,1,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,1,0,3,4,0,1,1,0,-1,1,0,0,0,0,0,0,0,1,0
178,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,0,2,0,2,2,2,5,0,-1,0,1,1,0,1,0,0,0,0,0
179,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,0,2,2,2,5,0,-1,0,0,0,1,0,0,1,1,1,0
180,0,1,1,2,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,1,1,1,1,1,6,3,4,-1,0,1,0,1,1,1,0,1,1,0
181,0,1,1,2,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,3,4,-1,0,1,0,0,1,1,0,0,1,1
182,0,0,0,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,1,1,1,3,4,4,6,0,-1,1,0,0,1,1,1,1,1,1,1
183,0,0,0,0,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,0,2,2,0,3,0,2,0,-1,1,0,0,1,1,0,1,1,0,0
184,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,0,2,2,0,4,4,4,0,-1,0,1,1,0,1,0,0,1,0,1
185,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,0,2,2,0,3,5,7,0,-1,1,1,1,1,0,1,0,0,0,1
186,0,0,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,1,1,1,1,4,4,6,0,-1,1,1,0,0,1,0,0,0,1,0
187,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,1,1,1,0,0,0,0,1,0,1
188,0,0,0,0,2,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,2,0,3,5,7,0,-1,0,0,1,0,0,0,0,1,1,1
189,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,0,2,2,2,5,0,-1,0,0,1,1,1,1,0,0,0,1
190,0,1,2,3,3,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,1,0,3,4,0,1,1,9,-1,1,0,0,1,1,1,1,0,0,1
191,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,2,2,3,3,3,0,0,-1,1,0,0,0,1,0,0,1,0,0
192,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,0,2,0,3,5,3,0,0,-1,0,1,1,0,1,0,0,0,0,0
193,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,1,0,3,4,0,1,1,0,-1,1,1,0,1,0,1,0,1,1,0
194,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,1,0,3,4,0,1,1,0,-1,0,0,0,0,1,1,1,0,0,1
195,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,1,0,0,0,0,1,1,0,1,0
196,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,1,0,3,4,0,1,1,0,-1,0,1,1,1,1,0,1,0,1,0
197,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,1,1,1,1,4,4,6,0,-1,0,0,1,1,1,1,1,1,0,0
198,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,1,1,1,1,4,4,6,0,-1,0,1,1,1,0,0,1,1,0,1
199,0,1,2,3,1,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,1,0,3,4,0,1,1,0,-1,0,1,1,0,0,0,0,1,0,0
200,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,2,0,3,5,4,0,-1,1,0,0,1,0,0,1,0,1,1
201,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,1,1,1,1,4,4,6,0,0,1,1,1,1,1,1,1,0,1,0
202,0,1,1,2,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,1,1,1,1,1,6,3,4,-1,0,0,1,0,1,1,0,0,0,1
203,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,1,0,3,4,0,1,1,0,-1,0,0,0,0,0,1,0,0,1,1
204,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,2,0,3,5,4,0,-1,1,1,0,1,1,1,1,0,0,0
205,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,2,2,0,4,4,4,0,-1,1,0,1,0,0,0,0,0,1,1
206,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,2,2,0,3,5,7,0,-1,1,0,0,1,1,0,0,1,0,0
207,0,0,0,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,1,1,1,1,4,4,6,0,-1,0,0,0,0,1,0,1,0,1,0
208,0,0,2,3,0,4,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,1,0,3,4,0,1,1,0,-1,1,1,1,1,0,0,1,1,0,0
209,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,0,2,0,2,2,2,4,0,-1,1,1,1,0,1,0,0,1,0,0
210,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,1,1,1,1,4,4,6,7,-1,1,0,0,1,0,1,0,0,0,0
211,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,0,0,0,1,1,1,0,1,1,0
212,0,1,1,2,4,0,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,1,1,1,1,6,3,1,-1,1,1,0,1,1,0,0,1,0,1
213,0,1,2,3,3,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,0,0,2,0,3,0,2,8,-1,1,1,0,0,0,1,0,1,0,1
214,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,1,0,3,4,0,1,1,0,-1,1,1,1,0,0,1,1,0,0,0
215,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,1,0,3,4,0,1,1,0,-1,1,1,0,0,1,0,1,1,0,1
216,0,0,2,3,0,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,0,2,0,3,0,2,0,-1,0,0,0,0,0,0,1,0,0,1
217,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,0,2,2,0,3,5,7,0,-1,1,1,1,1,1,1,0,1,0,1
218,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,1,1,1,1,1,6,6,0,-1,0,1,0,1,1,1,0,1,0,0
219,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,1,5,0,1,1,1,1,4,4,6,0,-1,0,0,0,0,1,0,1,0,1,0
220,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,0,0,1,1,0,1,1,1,0,0
221,0,0,0,0,0,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,2,0,4,5,4,0,-1,0,0,0,0,1,0,0,1,0,0
222,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,4,0,0,2,2,0,3,5,7,0,-1,1,1,1,1,1,0,0,1,1,0
223,0,1,2,1,1,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,3,3,0,1,0,3,4,0,1,1,0,-1,0,0,1,0,1,1,1,0,1,1
224,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,2,2,2,5,0,-1,1,0,1,1,0,1,0,0,0,1
225,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,0,0,3,0,0,2,0,2,4,4,4,0,-1,1,0,0,0,0,1,1,1,0,1
226,0,0,0,0,0,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,2,0,3,5,7,0,-1,1,0,0,1,1,0,1,1,0,1
227,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,2,2,0,4,4,4,0,-1,0,1,1,0,0,1,1,0,0,1
228,0,0,0,0,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,2,2,3,4,4,4,0,-1,0,0,1,0,0,0,1,1,1,0
229,0,1,2,3,3,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,1,0,3,4,0,1,1,0,-1,1,1,0,1,0,1,1,0,1,0
230,0,1,2,1,1,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,1,0,3,4,0,1,1,0,-1,1,1,0,1,0,1,0,0,0,0
231,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,0,2,0,3,5,3,0,0,-1,0,1,0,0,0,1,0,0,0,1
232,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,0,2,0,3,5,3,0,0,-1,1,0,1,1,0,0,0,1,1,0
233,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,1,1,1,1,4,4,6,0,-1,1,1,0,0,0,1,0,1,0,0
234,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,0,2,2,0,3,5,7,0,-1,1,0,0,1,1,0,1,0,0,1
235,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,2,0,3,5,3,0,0,-1,1,1,1,1,0,0,1,0,0,0
236,0,1,1,2,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,1,1,1,1,1,6,3,4,-1,0,0,0,1,0,0,0,1,0,1
237,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,1,1,1,1,4,4,6,0,-1,0,0,0,0,0,1,1,1,1,0
238,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,0,2,0,3,5,3,0,0,-1,0,0,0,1,0,0,0,0,1,1
239,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,1,1,1,1,4,4,6,0,-1,0,1,1,0,1,1,1,1,0,0
240,0,0,0,0,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,2,2,5,4,0,-1,1,0,0,1,1,1,1,0,0,1
241,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,0,2,0,2,2,2,5,0,-1,0,0,1,0,1,1,0,1,1,0
242,0,1,2,3,3,5,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,0,0,3,4,0,0,2,0,-1,0,0,1,0,1,1,0,1,0,0
243,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,0,2,0,3,5,3,0,0,-1,0,0,0,0,0,1,1,0,1,1
244,0,1,1,1,1,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,1,1,1,1,4,4,6,0,-1,0,1,1,0,1,1,0,1,1,1
245,0,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,0,2,2,0,3,5,7,0,-1,1,0,1,0,1,0,1,1,0,1
246,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,3,5,3,0,0,-1,1,0,0,1,0,0,1,1,1,0
