,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41
75,0,0,2,3,2,2,5,7,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,2,0,5,0,0,0,0,1,2,2,0,1,0,1,3,1,0,3,2,3,3,3,0,0,3,1,0,1,0,2,1,3,0,3,0,3,3,3,2,3,1,0,3,3,0,1,2
76,0,0,1,0,3,3,6,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,1,1,1,3,1,0,3,0,1,2,0,0,1,1,1,3,0,3,0,2,2,0,2,1,2,3,1,2,2,3,2,1,2,2,1,0,2,0,2,2,1
77,0,0,2,3,1,2,5,2,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,3,2,4,5,0,0,0,3,1,1,2,3,0,0,2,0,3,2,0,2,1,1,2,1,3,3,2,1,1,2,0,3,2,3,3,3,2,0,0,0,1,0,2,1,2,1,1,0
78,0,1,1,2,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,2,0,0,6,7,0,0,1,2,1,2,3,2,1,3,0,3,0,2,1,3,0,1,3,2,0,2,0,0,2,0,1,1,1,1,3,1,1,0,0,2,3,1,2,2,1,3,2
79,0,1,0,1,4,4,0,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,2,0,1,3,3,3,0,0,3,0,2,2,2,1,0,0,2,2,3,3,2,3,1,2,2,2,2,3,0,1,2,0,2,2,0,3,3,2,2,2,1
80,0,0,2,0,3,3,6,5,48,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,5,0,1,1,0,4,5,2,4,0,0,3,2,1,3,2,3,3,1,2,1,3,2,0,2,2,1,0,0,2,2,2,3,3,2,3,2,2,1,3,0,2,0,0,3,0,0,0,2,1,2,1
81,0,0,1,0,3,1,1,4,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,0,4,0,0,7,0,0,0,2,3,0,3,0,1,3,0,0,1,1,2,2,2,3,0,0,3,2,2,0,3,3,2,0,0,0,0,0,1,2,0,1,2,2,0,1,3,2,2
82,0,0,2,3,1,0,2,5,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,2,0,0,1,0,0,0,3,2,2,1,3,3,2,0,2,1,3,3,1,0,0,1,2,2,1,0,3,2,2,3,0,3,2,0,1,0,1,0,1,3,0,3,2,1,1,1
83,0,0,2,3,1,0,2,2,50,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,0,1,0,0,1,0,3,2,1,0,3,2,3,0,2,2,1,2,1,2,3,1,0,0,0,1,1,1,2,1,3,2,2,2,0,3,3,2,2,0,3,0,2,1,1
84,0,1,1,0,3,1,1,4,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,0,0,2,6,7,0,0,3,3,0,3,1,1,3,2,0,0,2,0,0,0,2,0,3,1,2,2,3,0,0,3,3,1,0,3,0,3,3,2,0,0,3,1,0,3,1,3,3
85,0,0,2,3,2,2,5,7,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,2,0,5,0,0,0,2,0,0,1,1,0,1,2,0,0,3,2,1,2,0,1,3,1,1,2,1,0,3,0,2,3,3,0,0,3,3,2,3,0,0,0,3,3,1,1,2
86,0,0,2,0,1,0,2,5,51,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,7,0,0,2,3,2,0,0,1,0,0,3,2,3,2,3,2,3,2,1,1,1,2,3,0,0,3,3,1,3,0,3,2,2,3,2,0,1,0,3,3,0,0,1,2,1,3,3,1,0,0,0
87,0,0,2,3,1,0,2,2,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,1,6,0,0,3,2,3,3,0,0,3,3,2,0,3,3,1,1,3,2,1,2,1,3,1,3,3,3,3,2,1,3,1,0,1,2,2,1,0,3,2,0,0,1,0
88,0,1,1,2,0,1,1,4,-1,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,2,0,2,6,7,0,0,2,0,0,1,2,1,0,2,1,3,2,0,1,2,2,1,3,3,2,3,2,3,3,3,2,1,1,3,3,0,1,2,0,0,2,3,3,1,1,1,1
89,0,0,0,1,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,1,1,1,5,0,0,0,1,0,3,2,2,3,3,2,3,0,1,3,1,0,1,1,0,3,3,0,2,2,2,3,0,3,0,3,2,0,2,1,0,0,1,2,1,2,2,0,3
90,0,1,0,2,0,5,4,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,3,3,3,2,0,0,0,2,0,3,2,1,1,1,0,0,0,1,0,2,3,0,1,0,1,2,1,3,3,0,3,1,1,1,0,3,1,2,1,2,3,3,0,3,3,3,0
91,0,1,0,1,4,4,0,1,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,1,1,5,2,0,0,2,2,0,1,3,3,3,2,3,2,2,2,3,0,2,2,0,1,0,2,3,0,1,3,0,3,1,3,3,1,1,2,1,1,0,0,2,3,0,2,3
92,0,1,0,1,4,4,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,1,3,3,3,2,0,0,1,0,0,3,1,1,2,3,1,0,3,3,2,1,3,2,1,3,0,3,1,0,1,2,2,2,1,3,2,0,0,1,3,0,3,2,0,3,2,0,0
93,0,1,0,2,0,5,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,2,3,3,3,2,0,0,3,2,2,0,2,1,1,0,3,2,2,0,1,0,1,3,1,3,2,2,0,0,2,1,3,1,2,0,2,0,1,2,2,1,1,3,3,2,2,0,3
94,0,1,1,2,0,5,3,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,3,0,2,1,3,3,1,1,3,2,0,3,0,1,1,0,3,3,3,2,2,3,0,3,1,0,3,1,3,3,0,1,3,1,1,3,1,1,2,1,1
95,0,1,0,1,4,4,0,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,2,1,3,2,0,2,1,2,2,0,0,1,3,3,2,0,0,3,1,3,2,1,2,3,1,3,2,0,0,1,0,2,2,1,0,1,3,2,2,1,3
96,0,1,0,1,4,4,4,1,53,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,1,3,3,3,2,0,0,3,2,3,3,1,1,1,3,3,3,0,1,0,0,3,3,1,2,1,2,3,1,3,2,1,2,2,1,0,1,2,3,3,1,3,2,0,1,3,0,1
97,0,1,1,2,0,5,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,1,1,0,0,2,1,1,2,0,1,0,0,1,1,2,0,3,3,0,2,2,0,0,2,1,3,2,0,3,3,3,3,1,2,2,1,3,2,3,0,2
98,0,0,2,3,1,0,2,2,54,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,0,1,0,0,0,2,3,3,1,0,3,1,0,0,0,1,1,3,2,2,3,3,2,1,0,1,1,1,2,0,1,1,0,0,2,2,0,1,0,2,3,0,3,1,1
99,0,1,0,1,4,4,0,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,3,2,1,3,3,0,3,2,2,3,1,1,3,1,2,0,2,3,1,1,1,0,2,3,1,3,2,3,2,0,0,0,2,3,1,1,0,3,2,2,1
100,0,0,2,0,3,3,6,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,1,2,1,3,0,1,2,2,2,1,1,1,1,0,0,1,1,0,0,2,2,2,0,0,2,0,1,3,1,2,2,0,1,1,0,1,0,1,0,2,3
101,0,0,2,3,2,2,5,7,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,1,1,5,0,0,0,1,3,2,3,1,2,3,2,2,2,3,3,3,0,1,3,3,1,3,1,3,1,0,3,3,2,0,3,1,0,2,2,1,0,2,0,2,3,0,1,2
102,0,0,2,3,1,0,2,5,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,2,0,0,1,0,0,3,0,0,0,2,0,2,3,1,2,1,1,1,1,2,0,3,3,2,0,0,1,0,2,2,2,3,2,2,3,0,2,3,0,0,0,1,1,2,2,2
103,0,0,2,3,1,0,2,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,2,0,0,1,0,0,2,2,1,1,3,1,2,3,2,1,0,3,1,0,0,3,1,3,2,2,1,0,3,1,0,2,3,1,1,2,2,1,3,0,3,2,2,3,3,3,2
104,0,0,2,3,1,0,2,2,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,1,6,0,0,0,1,1,1,0,1,1,0,2,2,3,0,1,1,3,3,3,0,2,2,0,0,1,2,0,2,3,1,1,3,3,1,3,3,2,0,0,3,0,0,1
105,0,0,2,3,1,0,2,2,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,1,6,0,0,0,0,0,0,3,1,3,1,1,2,2,3,0,3,2,3,1,3,2,0,2,3,1,0,3,3,0,0,2,3,2,3,3,2,2,1,1,0,0,1,3
106,0,1,0,1,4,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,1,3,3,3,2,0,0,2,0,1,3,0,3,3,0,2,3,0,2,2,3,0,3,2,1,2,0,3,2,0,2,1,3,3,0,0,3,1,1,1,3,3,3,0,2,2,2,0
107,0,1,1,2,0,5,3,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,2,1,0,2,0,2,3,0,3,0,3,1,3,0,0,2,1,0,3,3,3,2,2,0,0,1,2,0,0,1,1,0,2,0,2,0,3,1,3,0,2
108,0,0,2,3,2,2,5,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,3,2,0,0,1,0,0,3,1,2,1,0,2,2,2,1,0,0,1,3,3,0,3,1,1,0,3,1,2,1,2,3,0,1,3,2,2,3,2,3,1,3,3,1,0,1,2,1
109,0,1,0,2,0,5,4,3,35,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,1,0,2,3,3,3,3,0,0,3,2,2,2,1,1,3,2,2,0,0,2,0,0,3,2,2,1,3,2,3,1,1,0,1,2,2,3,2,1,3,3,3,0,0,0,0,1,0,3,1
110,0,1,0,1,4,4,4,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,1,3,3,3,2,0,0,3,1,0,3,2,1,0,1,2,0,2,0,2,3,3,3,1,2,1,0,2,1,1,2,3,1,0,0,2,1,0,1,2,2,2,3,1,3,1,0,2
111,0,0,2,3,1,0,2,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,3,2,4,0,1,0,0,3,1,0,0,3,0,0,3,1,2,2,3,1,1,0,0,2,2,0,0,3,2,0,0,3,0,0,3,1,3,3,0,3,3,0,1,2,0,0,2,2
112,0,1,0,1,4,4,0,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,1,1,2,2,2,2,1,0,3,2,3,2,1,2,1,3,3,2,3,2,1,1,3,2,3,1,2,3,0,2,2,3,0,3,0,1,3,3,3,2,0
113,0,1,1,2,0,1,1,4,56,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,1,0,2,0,0,0,7,0,0,3,1,0,0,2,0,3,3,0,1,1,2,3,0,2,1,3,0,0,0,2,1,1,0,0,2,0,2,3,0,3,3,3,3,0,0,0,0,0,1,3
114,0,1,1,2,0,5,3,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,1,0,2,0,2,6,7,0,0,3,2,0,2,0,1,1,1,1,1,0,3,0,2,0,1,2,0,2,3,0,2,2,3,3,0,2,0,2,3,2,0,3,2,1,1,3,0,3,2,1
115,0,1,1,2,0,5,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,0,0,0,3,3,1,1,0,0,3,2,3,3,1,1,2,2,1,2,0,0,1,0,2,1,1,0,0,0,0,1,2,0,1,1,0,1,3,2,3,3
116,0,1,0,1,2,2,4,1,58,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,1,1,0,5,0,0,0,2,2,3,0,3,2,0,0,2,0,3,2,2,0,0,1,0,2,0,0,2,2,1,3,0,1,1,0,1,0,0,2,0,1,0,0,1,3,0,3,2
117,0,1,0,1,4,4,0,6,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,5,0,0,0,2,3,2,0,2,3,3,2,0,0,2,2,1,3,0,0,3,3,1,1,2,2,3,0,0,3,0,3,1,3,2,2,1,1,1,0,3,2,3,3,2
118,0,0,1,0,3,3,6,0,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,2,2,2,3,3,2,2,3,0,2,3,0,3,0,0,1,2,2,2,3,0,1,3,1,3,3,0,2,0,2,2,2,0,1,0,3,0,1,0,1,0
119,0,1,1,2,0,5,3,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,0,3,0,0,0,3,2,2,2,1,2,1,1,2,2,3,2,0,2,1,1,2,2,2,2,0,1,3,0,1,1,2,0,3,3,2,1,1,3,0,2
120,0,1,1,2,0,5,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,0,0,0,1,0,1,0,0,0,1,3,2,2,1,2,1,0,0,3,2,3,0,1,0,3,0,3,2,0,3,0,1,0,2,0,0,0,2,3,1,1
121,0,0,2,3,2,2,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,1,1,0,5,0,0,0,3,1,3,2,0,0,0,2,0,3,0,0,1,0,3,2,2,2,1,2,1,1,2,3,3,2,1,1,2,0,2,0,0,3,2,0,3,2,0,2,2
122,0,0,2,0,3,3,6,0,60,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,0,4,5,0,4,0,0,3,2,1,1,2,1,1,3,2,1,2,0,3,0,2,3,1,0,1,1,0,2,2,0,1,0,2,2,3,3,3,0,3,1,0,2,2,3,0,1,0
123,0,1,1,2,0,5,3,3,61,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,1,0,1,1,0,0,0,0,3,2,0,1,3,1,2,1,3,2,3,0,3,1,0,1,2,0,1,0,2,3,2,1,2,1,3,2,0,2,2,1,0
124,0,0,1,0,3,3,1,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,7,0,0,1,2,1,1,2,0,3,1,1,1,0,0,0,0,3,2,0,0,0,0,1,1,1,2,3,3,3,0,1,1,2,0,0,3,0,3,1,3,3,0,2
125,0,1,1,2,0,5,3,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,1,3,0,0,1,2,3,2,3,0,0,3,0,3,0,0,0,2,0,3,3,2,0,0,1,2,2,2,2,0,3,0,0,1,1,1,3,0,1,3,1
126,0,0,2,0,3,3,1,5,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,0,4,0,0,1,0,0,3,3,0,2,2,2,3,3,3,1,1,0,0,2,2,3,0,0,1,0,1,1,2,0,2,0,2,0,3,1,2,1,1,3,1,0,1,3,3,2,0
127,0,0,1,0,3,3,6,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,0,0,3,2,3,2,0,3,0,1,1,3,0,2,0,2,2,2,2,0,3,1,1,3,1,3,3,3,1,3,1,1,1,0,1,3,1,3,2,2,1
128,0,1,0,1,4,4,0,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,0,0,1,3,1,2,0,3,2,1,1,1,3,0,2,2,1,1,1,0,1,0,3,2,3,0,0,0,1,0,0,2,1,1,0,1,3,2,1,0,0
129,0,0,2,3,1,0,2,5,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,2,0,0,1,0,0,1,1,0,3,1,0,3,3,0,0,0,3,2,0,2,1,0,0,0,2,2,3,1,2,3,2,3,3,2,3,3,1,3,2,2,3,1,3,0,1,0
130,0,0,1,0,3,1,1,5,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,0,4,0,0,1,0,0,1,3,0,0,2,2,0,2,3,2,2,1,0,2,1,1,2,2,1,3,0,3,0,1,0,0,3,1,2,1,3,3,0,3,2,3,1,1,0,3,1
131,0,1,0,1,4,4,0,6,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,1,1,1,5,0,0,0,2,3,1,3,0,2,2,0,0,3,1,2,3,3,3,1,0,0,1,2,3,1,3,3,0,3,0,1,1,3,2,3,3,3,3,1,3,1,2,2,1
132,0,0,1,0,3,3,6,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,0,1,1,2,1,3,2,0,1,3,2,0,2,1,3,2,3,3,3,1,2,3,3,0,3,3,2,2,0,0,2,2,2,0,0,3,0,0,0,2,1
133,0,0,1,0,3,1,1,4,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,0,4,0,0,7,0,0,1,3,3,2,2,1,2,3,2,1,0,2,1,0,0,0,3,0,3,1,2,2,2,3,3,1,3,1,2,0,2,0,2,2,3,1,0,0,1,2,1
134,0,1,1,2,0,5,3,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,2,1,3,0,0,2,3,1,0,0,2,3,1,3,3,2,2,2,1,3,2,1,0,2,2,3,0,0,2,3,3,1,1,1,3,2,2,3,0,3,2
135,0,0,1,0,3,3,6,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,2,0,0,0,3,0,3,2,3,0,1,1,0,3,1,0,2,2,0,2,1,0,0,0,2,1,3,1,3,1,2,0,2,2,1,1,1,2,1,3,3
136,0,0,2,3,1,0,2,5,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,3,2,4,0,1,0,0,0,0,0,0,1,2,3,3,2,2,3,0,3,1,0,3,0,1,0,2,1,0,3,3,3,1,2,2,1,3,3,0,2,3,2,0,3,2,0,3,2
137,0,1,0,1,4,4,0,6,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,3,2,3,3,0,1,1,3,1,0,1,1,3,1,3,3,2,2,3,3,1,0,3,0,2,2,2,3,0,2,2,3,1,2,1,0,1,3,1,0,3
138,0,1,0,1,4,4,0,7,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,1,1,1,5,0,0,0,1,2,3,3,0,3,2,3,3,2,2,0,3,0,3,2,2,0,1,1,2,0,0,1,3,2,1,1,0,3,1,0,3,2,3,2,2,1,1,3,1
139,0,0,1,0,3,1,1,4,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,0,4,2,6,7,0,0,3,1,0,1,1,2,3,2,0,3,0,2,1,3,0,1,3,3,1,3,3,1,3,2,1,1,2,2,3,2,3,0,3,1,3,2,2,1,1,0,1
140,0,0,2,3,1,0,2,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,0,2,3,2,0,0,1,0,0,3,3,2,2,0,3,3,0,2,3,2,1,0,0,3,2,1,3,2,2,1,0,2,1,3,3,1,1,3,2,1,2,0,1,0,2,3,0,3,3,2
141,0,1,0,1,4,4,0,1,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,1,3,3,3,2,0,0,1,1,0,0,3,0,1,0,2,3,2,2,0,3,3,1,3,3,1,1,1,3,0,0,2,2,3,1,1,2,0,2,3,2,3,0,2,0,3,1,1
142,0,0,2,0,3,3,6,5,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,2,0,0,1,0,0,0,3,0,2,2,0,0,1,1,1,3,1,1,3,0,0,1,2,0,2,3,1,0,1,3,3,1,2,3,0,2,3,3,3,3,2,3,3,0,1,0
143,0,1,1,2,0,5,3,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,3,2,0,2,3,3,0,3,0,2,3,3,1,0,2,2,3,3,0,3,1,1,2,2,1,0,3,1,3,3,3,2,0,0,0,2,3,3,0,3,1
144,0,0,2,3,1,0,2,2,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,1,6,0,0,0,1,0,1,3,2,3,0,0,1,1,3,1,3,1,3,3,2,3,0,1,1,0,0,0,1,2,3,1,2,3,0,0,1,0,0,1,2,2,2,1
145,0,1,0,2,0,5,4,1,67,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,0,2,3,3,3,2,0,0,3,2,0,3,0,2,1,3,1,1,3,0,2,2,2,0,1,1,0,0,1,0,2,0,0,2,2,0,1,2,2,0,1,1,3,0,1,0,3,1,2
146,0,1,0,1,4,4,0,6,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,5,0,0,0,0,3,0,1,1,0,0,3,1,2,3,2,0,1,2,1,2,2,1,2,3,0,1,1,0,1,3,0,3,3,0,2,3,1,1,2,0,0,1,3,3
147,0,0,2,0,3,1,1,5,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,0,4,0,0,1,0,0,2,3,3,0,3,2,2,0,3,0,1,0,2,0,1,1,0,3,3,3,3,3,1,0,3,2,3,2,0,2,0,1,2,2,2,2,3,0,2,0,3
148,0,1,1,2,0,5,3,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,3,0,0,0,3,3,3,0,1,2,3,3,2,2,0,2,2,0,1,3,0,0,3,1,0,2,0,3,0,2,0,2,1,3,0,3,3,2,2,0,3,1,1,3
149,0,0,2,3,2,2,5,2,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,3,2,4,1,6,0,0,3,3,0,2,0,3,1,0,1,1,0,0,2,0,0,1,1,2,1,2,2,3,1,3,0,0,2,0,1,3,3,3,3,0,2,3,3,0,2,0,3
150,0,0,1,0,3,1,1,4,33,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,1,1,0,4,0,0,7,0,0,3,0,0,3,2,0,2,1,0,0,0,0,1,2,3,2,2,0,3,1,1,0,1,2,0,1,3,1,1,3,1,0,1,2,3,3,3,1,1,1,2
151,0,0,2,3,1,0,2,2,54,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,2,4,1,6,0,0,1,3,2,3,1,0,1,0,2,1,1,0,2,3,2,3,0,1,3,2,3,2,2,1,0,0,2,2,1,1,2,2,2,2,3,1,1,2,3,3,2
152,0,1,0,1,4,4,0,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,1,3,3,3,2,0,0,0,2,3,1,0,1,0,3,0,1,2,0,0,1,0,2,2,2,1,0,1,0,1,0,1,3,3,2,1,1,0,0,2,1,1,0,3,1,3,2,1
153,0,1,0,1,2,2,0,7,44,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,2,1,1,1,5,0,0,0,1,3,2,0,3,0,3,2,2,0,1,3,3,0,0,3,0,2,0,2,0,0,1,3,0,1,0,1,0,2,2,1,2,0,2,1,0,2,3,0,3
154,0,0,1,0,3,3,6,0,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,0,4,5,2,4,0,0,0,1,1,2,3,1,3,1,3,1,3,3,0,1,3,1,2,0,2,2,2,1,1,0,0,3,2,1,3,3,2,2,0,2,0,1,3,1,1,0,3
155,0,1,1,2,0,5,3,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,2,0,2,6,7,0,0,0,0,3,0,2,3,1,1,3,2,0,3,2,3,2,0,2,2,1,1,1,1,3,1,0,3,2,1,2,2,1,2,3,1,1,0,1,0,0,1,0
156,0,1,0,1,4,4,0,1,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,1,3,3,3,2,0,0,2,2,1,3,0,3,2,2,2,0,0,2,3,2,2,3,2,1,3,0,1,2,0,0,2,1,2,2,2,3,2,1,2,0,1,0,0,1,3,3,1
157,0,1,0,1,4,4,0,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,1,1,4,5,0,0,0,3,2,1,1,1,3,2,1,2,1,2,2,0,3,1,1,1,2,1,1,0,0,1,3,1,3,3,0,0,2,0,1,0,3,0,1,0,0,3,1
