,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33
85,0,1,2,0,1,4,5,6,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,4,2,4,7,0,0,2,0,0,1,1,0,1,2,0,0,3,2,1,2,0,1,3,1,1,2,1,0,3,0,2,3,3,0,0,3,3,2,3
86,0,1,2,2,4,1,2,1,51,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,7,0,1,2,2,4,2,0,0,0,0,3,2,3,2,3,2,3,2,1,1,1,2,3,0,0,3,3,1,3,0,3,2,2,3,2,0,1,0,3,3,0,0,1
87,0,1,2,0,4,1,2,7,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,3,2,3,3,0,0,3,3,2,0,3,3,1,1,3,2,1,2,1,3,1,3,3,3,3,2,1,3,1,0,1,2,2
88,0,0,0,3,0,2,1,2,-1,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,3,1,3,2,4,0,0,2,0,0,1,2,1,0,2,1,3,2,0,1,2,2,1,3,3,2,3,2,3,3,3,2,1,1,3,3,0,1,2,0
89,0,1,1,1,1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,0,3,1,4,7,0,0,1,0,3,2,2,3,3,2,3,0,1,3,1,0,1,1,0,3,3,0,2,2,2,3,0,3,0,3,2,0,2,1,0
90,0,0,1,3,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,2,5,1,5,0,0,0,2,0,3,2,1,1,1,0,0,0,1,0,2,3,0,1,0,1,2,1,3,3,0,3,1,1,1,0,3,1,2,1
91,0,0,1,1,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,3,1,4,5,0,0,2,2,0,1,3,3,3,2,3,2,2,2,3,0,2,2,0,1,0,2,3,0,1,3,0,3,1,3,3,1,1,2,1
92,0,0,1,1,3,3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,2,5,1,5,0,0,1,0,0,3,1,1,2,3,1,0,3,3,2,1,3,2,1,3,0,3,1,0,1,2,2,2,1,3,2,0,0,1,3
93,0,0,1,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,1,3,2,5,1,5,0,0,3,2,2,0,2,1,1,0,3,2,2,0,1,0,1,3,1,3,2,2,0,0,2,1,3,1,2,0,2,0,1,2,2
94,0,0,0,3,0,0,3,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,3,0,2,1,3,3,1,1,3,2,0,3,0,1,1,0,3,3,3,2,2,3,0,3,1,0,3,1,3,3,0,1,3
95,0,0,1,1,3,3,6,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,2,1,3,2,0,2,1,2,2,0,0,1,3,3,2,0,0,3,1,3,2,1,2,3,1,3,2,0,0,1,0,2,2
96,0,0,1,1,3,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,2,5,1,5,0,0,3,2,3,3,1,1,1,3,3,3,0,1,0,0,3,3,1,2,1,2,3,1,3,2,1,2,2,1,0,1,2,3,3
97,0,0,0,3,0,0,3,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,1,1,0,0,2,1,1,2,0,1,0,0,1,1,2,0,3,3,0,2,2,0,0,2,1,3,2,0,3,3,3,3,1
98,0,1,2,0,4,1,2,7,54,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,0,0,0,0,0,2,3,3,1,0,3,1,0,0,0,1,1,3,2,2,3,3,2,1,0,1,1,1,2,0,1,1,0,0,2,2,0
99,0,0,1,1,3,3,6,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,3,2,1,3,3,0,3,2,2,3,1,1,3,1,2,0,2,3,1,1,1,0,2,3,1,3,2,3,2,0,0,0,2
100,0,1,2,2,2,5,4,3,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,1,2,1,3,0,1,2,2,2,1,1,1,1,0,0,1,1,0,0,2,2,2,0,0,2,0,1,3,1,2,2,0,1
101,0,1,2,0,1,4,5,6,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,1,4,7,0,0,1,3,2,3,1,2,3,2,2,2,3,3,3,0,1,3,3,1,3,1,3,1,0,3,3,2,0,3,1,0,2,2,1
102,0,1,2,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,4,2,0,0,0,0,3,0,0,0,2,0,2,3,1,2,1,1,1,1,2,0,3,3,2,0,0,1,0,2,2,2,3,2,2,3,0,2,3
103,0,1,2,0,4,1,2,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,4,2,0,0,0,0,2,2,1,1,3,1,2,3,2,1,0,3,1,0,0,3,1,3,2,2,1,0,3,1,0,2,3,1,1,2,2,1,3
104,0,1,2,0,4,1,2,7,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,0,1,1,1,0,1,1,0,2,2,3,0,1,1,3,3,3,0,2,2,0,0,1,2,0,2,3,1,1,3,3,1,3
105,0,1,2,0,4,1,2,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,0,0,0,0,3,1,3,1,1,2,2,3,0,3,2,3,1,3,2,0,2,3,1,0,3,3,0,0,2,3,2,3,3
106,0,0,1,1,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,2,5,1,5,0,0,2,0,1,3,0,3,3,0,2,3,0,2,2,3,0,3,2,1,2,0,3,2,0,2,1,3,3,0,0,3,1,1,1
107,0,0,0,3,0,0,3,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,2,1,0,2,0,2,3,0,3,0,3,1,3,0,0,2,1,0,3,3,3,2,2,0,0,1,2,0,0,1,1,0,2
108,0,1,2,0,1,4,5,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,4,2,0,0,0,0,3,1,2,1,0,2,2,2,1,0,0,1,3,3,0,3,1,1,0,3,1,2,1,2,3,0,1,3,2,2,3,2,3
109,0,0,1,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,1,3,2,5,1,1,0,0,3,2,2,2,1,1,3,2,2,0,0,2,0,0,3,2,2,1,3,2,3,1,1,0,1,2,2,3,2,1,3,3,3
110,0,0,1,1,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,2,5,1,5,0,0,3,1,0,3,2,1,0,1,2,0,2,0,2,3,3,3,1,2,1,0,2,1,1,2,3,1,0,0,2,1,0,1,2
111,0,1,2,0,4,1,2,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,4,0,0,0,0,0,3,1,0,0,3,0,0,3,1,2,2,3,1,1,0,0,2,2,0,0,3,2,0,0,3,0,0,3,1,3,3,0,3
112,0,0,1,1,3,3,6,5,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,1,1,2,2,2,2,1,0,3,2,3,2,1,2,1,3,3,2,3,2,1,1,3,2,3,1,2,3,0,2,2,3,0
113,0,0,0,3,0,2,1,2,56,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,0,1,3,1,2,0,4,0,0,3,1,0,0,2,0,3,3,0,1,1,2,3,0,2,1,3,0,0,0,2,1,1,0,0,2,0,2,3,0,3,3,3
114,0,0,0,3,0,0,3,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,0,1,3,1,3,2,4,0,0,3,2,0,2,0,1,1,1,1,1,0,3,0,2,0,1,2,0,2,3,0,2,2,3,3,0,2,0,2,3,2,0,3
115,0,0,0,3,0,0,3,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,0,0,0,3,3,1,1,0,0,3,2,3,3,1,1,2,2,1,2,0,0,1,0,2,1,1,0,0,0,0,1,2,0
116,0,0,1,1,1,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,0,3,2,4,7,0,0,2,2,3,0,3,2,0,0,2,0,3,2,2,0,0,1,0,2,0,0,2,2,1,3,0,1,1,0,1,0,0,2,0
117,0,0,1,1,3,3,6,5,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,4,7,0,0,2,3,2,0,2,3,3,2,0,0,2,2,1,3,0,0,3,3,1,1,2,2,3,0,0,3,0,3,1,3,2,2,1
118,0,1,0,2,2,5,4,3,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,2,2,2,3,3,2,2,3,0,2,3,0,3,0,0,1,2,2,2,3,0,1,3,1,3,3,0,2,0,2,2,2,0
119,0,0,0,3,0,0,3,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,0,3,0,0,0,3,2,2,2,1,2,1,1,2,2,3,2,0,2,1,1,2,2,2,2,0,1,3,0,1,1,2,0
120,0,0,0,3,0,0,3,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,1,3,2,2,1,2,1,0,0,3,2,3,0,1,0,3,0,3,2,0,3,0,1,0
121,0,1,2,0,1,4,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,0,3,2,4,7,0,0,3,1,3,2,0,0,0,2,0,3,0,0,1,0,3,2,2,2,1,2,1,1,2,3,3,2,1,1,2,0,2,0,0
122,0,1,2,2,2,5,4,3,60,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,0,1,0,4,0,6,0,0,3,2,1,1,2,1,1,3,2,1,2,0,3,0,2,3,1,0,1,1,0,2,2,0,1,0,2,2,3,3,3,0,3
123,0,0,0,3,0,0,3,4,61,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,1,0,1,1,0,0,0,0,3,2,0,1,3,1,2,1,3,2,3,0,3,1,0,1,2,0,1,0,2,3,2,1,2
124,0,1,0,2,2,5,1,3,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,4,0,0,1,2,1,1,2,0,3,1,1,1,0,0,0,0,3,2,0,0,0,0,1,1,1,2,3,3,3,0,1,1,2,0,0
125,0,0,0,3,0,0,3,4,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,1,3,0,0,1,2,3,2,3,0,0,3,0,3,0,0,0,2,0,3,3,2,0,0,1,2,2,2,2,0,3,0,0
126,0,1,2,2,2,5,1,1,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,1,0,2,0,0,0,0,3,3,0,2,2,2,3,3,3,1,1,0,0,2,2,3,0,0,1,0,1,1,2,0,2,0,2,0,3,1,2,1,1
127,0,1,0,2,2,5,4,3,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,0,0,3,2,3,2,0,3,0,1,1,3,0,2,0,2,2,2,2,0,3,1,1,3,1,3,3,3,1,3,1,1,1
128,0,0,1,1,3,3,6,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,0,0,1,3,1,2,0,3,2,1,1,1,3,0,2,2,1,1,1,0,1,0,3,2,3,0,0,0,1,0,0,2,1
129,0,1,2,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,4,2,0,0,0,0,1,1,0,3,1,0,3,3,0,0,0,3,2,0,2,1,0,0,0,2,2,3,1,2,3,2,3,3,2,3,3,1,3
130,0,1,0,2,2,2,1,1,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,1,0,2,0,0,0,0,1,3,0,0,2,2,0,2,3,2,2,1,0,2,1,1,2,2,1,3,0,3,0,1,0,0,3,1,2,1,3,3,0
131,0,0,1,1,3,3,6,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,1,1,0,3,1,4,7,0,0,2,3,1,3,0,2,2,0,0,3,1,2,3,3,3,1,0,0,1,2,3,1,3,3,0,3,0,1,1,3,2,3,3
132,0,1,0,2,2,5,4,3,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,0,1,1,2,1,3,2,0,1,3,2,0,2,1,3,2,3,3,3,1,2,3,3,0,3,3,2,2,0,0,2,2,2
133,0,1,0,2,2,2,1,2,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,1,0,2,0,4,0,0,1,3,3,2,2,1,2,3,2,1,0,2,1,0,0,0,3,0,3,1,2,2,2,3,3,1,3,1,2,0,2,0,2
134,0,0,0,3,0,0,3,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,2,1,3,0,0,2,3,1,0,0,2,3,1,3,3,2,2,2,1,3,2,1,0,2,2,3,0,0,2,3,3,1,1
135,0,1,0,2,2,5,4,3,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,2,0,0,0,3,0,3,2,3,0,1,1,0,3,1,0,2,2,0,2,1,0,0,0,2,1,3,1,3,1,2,0,2
136,0,1,2,0,4,1,2,1,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,4,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,3,0,3,1,0,3,0,1,0,2,1,0,3,3,3,1,2,2,1,3,3,0,2
137,0,0,1,1,3,3,6,5,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,3,2,3,3,0,1,1,3,1,0,1,1,3,1,3,3,2,2,3,3,1,0,3,0,2,2,2,3,0,2,2,3,1
138,0,0,1,1,3,3,6,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,0,3,1,4,7,0,0,1,2,3,3,0,3,2,3,3,2,2,0,3,0,3,2,2,0,1,1,2,0,0,1,3,2,1,1,0,3,1,0,3
139,0,1,0,2,2,2,1,2,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,1,0,3,2,4,0,0,3,1,0,1,1,2,3,2,0,3,0,2,1,3,0,1,3,3,1,3,3,1,3,2,1,1,2,2,3,2,3,0,3
140,0,1,2,0,4,1,2,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,1,2,2,4,2,0,0,0,0,3,3,2,2,0,3,3,0,2,3,2,1,0,0,3,2,1,3,2,2,1,0,2,1,3,3,1,1,3,2,1,2,0
141,0,0,1,1,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,2,5,1,5,0,0,1,1,0,0,3,0,1,0,2,3,2,2,0,3,3,1,3,3,1,1,1,3,0,0,2,2,3,1,1,2,0,2,3
142,0,1,2,2,2,5,4,1,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,2,4,2,0,0,0,0,0,3,0,2,2,0,0,1,1,1,3,1,1,3,0,0,1,2,0,2,3,1,0,1,3,3,1,2,3,0,2,3,3
143,0,0,0,3,0,0,3,4,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,3,2,0,2,3,3,0,3,0,2,3,3,1,0,2,2,3,3,0,3,1,1,2,2,1,0,3,1,3,3,3,2,0
144,0,1,2,0,4,1,2,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,0,1,0,1,3,2,3,0,0,1,1,3,1,3,1,3,3,2,3,0,1,1,0,0,0,1,2,3,1,2,3,0,0
145,0,0,1,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,3,2,5,1,5,0,0,3,2,0,3,0,2,1,3,1,1,3,0,2,2,2,0,1,1,0,0,1,0,2,0,0,2,2,0,1,2,2,0,1
146,0,0,1,1,3,3,6,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,4,7,0,0,0,3,0,1,1,0,0,3,1,2,3,2,0,1,2,1,2,2,1,2,3,0,1,1,0,1,3,0,3,3,0,2,3
147,0,1,2,2,2,2,1,1,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,1,0,2,0,0,0,0,2,3,3,0,3,2,2,0,3,0,1,0,2,0,1,1,0,3,3,3,3,3,1,0,3,2,3,2,0,2,0,1,2
148,0,0,0,3,0,0,3,4,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,1,0,0,0,3,3,3,0,1,2,3,3,2,2,0,2,2,0,1,3,0,0,3,1,0,2,0,3,0,2,0,2,1,3,0,3
149,0,1,2,0,1,4,5,7,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,2,2,4,0,6,3,0,0,3,3,0,2,0,3,1,0,1,1,0,0,2,0,0,1,1,2,1,2,2,3,1,3,0,0,2,0,1,3,3,3,3
150,0,1,0,2,2,2,1,2,33,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,0,0,1,0,2,0,4,0,0,3,0,0,3,2,0,2,1,0,0,0,0,1,2,3,2,2,0,3,1,1,0,1,2,0,1,3,1,1,3,1,0,1
151,0,1,2,0,4,1,2,7,54,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,1,3,2,3,1,0,1,0,2,1,1,0,2,3,2,3,0,1,3,2,3,2,2,1,0,0,2,2,1,1,2,2,2
152,0,0,1,1,3,3,6,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,2,5,1,5,0,0,0,2,3,1,0,1,0,3,0,1,2,0,0,1,0,2,2,2,1,0,1,0,1,0,1,3,3,2,1,1,0,0,2
153,0,0,1,1,1,4,6,6,44,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,2,0,3,1,4,7,0,0,1,3,2,0,3,0,3,2,2,0,1,3,3,0,0,3,0,2,0,2,0,0,1,3,0,1,0,1,0,2,2,1,2
154,0,1,0,2,2,5,4,3,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,0,1,1,2,3,1,3,1,3,1,3,3,0,1,3,1,2,0,2,2,2,1,1,0,0,3,2,1,3,3,2,2,0
155,0,0,0,3,0,0,3,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,3,2,4,0,0,0,0,3,0,2,3,1,1,3,2,0,3,2,3,2,0,2,2,1,1,1,1,3,1,0,3,2,1,2,2,1,2,3
156,0,0,1,1,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,2,5,1,5,0,0,2,2,1,3,0,3,2,2,2,0,0,2,3,2,2,3,2,1,3,0,1,2,0,0,2,1,2,2,2,3,2,1,2
157,0,0,1,1,3,3,6,5,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,0,3,2,1,1,1,3,2,1,2,1,2,2,0,3,1,1,1,2,1,1,0,0,1,3,1,3,3,0,0,2,0,1
158,0,1,2,2,2,5,4,3,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,1,3,0,2,2,0,1,2,2,2,1,1,1,2,3,1,0,1,3,2,1,2,2,3,1,0,2,0,1,2,3,3,1
159,0,1,1,1,1,4,5,6,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,0,3,1,4,7,0,0,2,0,1,3,2,2,0,3,2,1,3,0,0,0,1,3,2,1,1,1,3,2,1,3,0,0,3,2,3,0,0,3,1
160,0,0,1,1,1,4,5,6,70,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,0,3,2,4,7,0,0,3,2,2,3,3,0,0,3,0,1,1,2,3,3,1,0,2,2,1,3,1,1,0,0,3,1,1,3,1,0,0,2,2
161,0,0,1,1,1,4,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,0,3,2,4,7,0,0,0,0,3,2,0,3,1,0,1,0,0,2,1,3,2,3,3,2,0,3,0,2,0,1,2,0,0,0,3,2,3,1,3
162,0,0,1,1,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,3,1,4,7,0,0,1,2,2,3,3,0,1,2,0,0,2,0,0,3,0,2,0,3,2,1,3,2,3,1,2,2,0,2,1,2,3,3,1
163,0,1,2,0,4,1,2,7,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,3,1,3,0,0,1,1,1,1,0,1,3,0,3,3,1,1,3,3,1,2,2,3,1,0,3,1,0,1,2,0,2,1
164,0,0,1,1,3,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,2,5,1,5,0,0,1,0,3,3,3,3,2,1,0,3,3,0,1,3,1,3,1,1,1,0,2,2,2,0,0,3,0,1,0,3,3,1,2
165,0,0,0,3,0,2,3,2,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,1,3,2,4,0,0,0,0,0,0,1,0,0,2,1,1,1,2,3,3,0,0,1,0,3,1,2,3,1,0,0,1,1,3,1,1,3,2,1
166,0,0,1,1,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,2,5,1,5,0,0,2,3,2,0,0,0,0,0,2,1,3,0,3,3,3,3,3,3,2,2,0,3,2,2,0,2,2,1,1,0,1,3,2
167,0,1,2,0,4,1,2,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,0,3,1,0,2,2,2,0,1,0,2,2,0,3,3,0,1,0,1,1,0,0,3,2,1,1,0,0,2,1,2,0,2
168,0,1,0,2,2,5,4,3,75,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,0,2,2,3,3,0,2,1,2,0,0,1,3,2,0,2,1,1,3,1,1,0,2,3,3,1,2,1,1,1,3,3,2
169,0,1,0,2,2,5,4,3,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,4,0,0,0,2,0,2,0,1,2,1,3,0,1,0,0,2,0,3,2,3,1,1,1,1,0,1,3,1,2,0,1,3,2,1,3
170,0,1,2,0,1,4,5,6,76,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,2,4,7,0,0,0,1,3,1,1,0,0,3,2,2,0,2,3,2,3,0,1,3,3,2,1,0,3,2,0,3,0,0,1,0,2,3,3
171,0,1,2,0,1,4,5,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,4,2,4,7,0,0,1,3,3,2,0,0,2,1,1,2,1,0,0,2,1,1,1,2,3,3,0,3,0,2,2,1,0,0,0,2,2,0,2
172,0,1,2,0,4,1,2,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,2,1,1,2,0,3,0,1,3,2,3,1,3,2,0,2,3,3,3,1,0,2,0,1,0,0,0,3,2,0,2,3,0
173,0,1,2,0,4,1,2,1,77,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,0,0,0,0,0,1,1,0,2,1,2,0,2,0,3,3,0,0,1,3,0,3,1,2,3,3,3,0,3,3,3,0,2,1,3,1,0
174,0,1,2,0,4,1,2,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,1,2,3,0,3,2,3,0,1,2,0,0,1,2,0,2,2,0,3,1,1,3,1,2,0,2,1,2,3,2,1,0,0
175,0,0,1,1,3,3,6,5,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,3,1,5,2,0,0,0,1,0,1,3,1,2,0,2,3,0,1,1,3,1,1,1,3,2,2,1,0,2,1,1,1,3,1,3,1,1,3,0
176,0,1,0,2,2,5,4,3,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,0,4,3,6,0,0,2,3,0,3,0,0,2,0,1,2,2,0,1,1,0,1,0,3,1,0,1,1,2,2,2,1,1,1,3,1,1,1,3
177,0,1,2,0,4,1,2,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,4,0,6,3,0,0,3,3,0,0,2,0,0,0,0,3,2,0,1,2,0,1,2,1,3,1,0,2,2,1,2,1,2,3,1,3,2,2,3
