,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33
85,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,0,2,0,0,0,2,2,1,0,1,2,2,0,2,1,2,2,0,0,1,2,1,1,0,1,1,1,1,2,2,2,1,0
86,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,1,1,2,1,0,1,2,2,2,2,0,2,0,0,1,0,0,0,2,0,0,1,0,2,1,2,0,0,2,1,2,0,0
87,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,4,1,6,1,0,0,2,0,2,0,0,1,2,0,1,1,1,0,1,0,0,0,0,1,2,0,1,1,2,1,2,1,2,1,0,0,1,0
88,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,2,2,0,0,2,2,0,0,0,2,1,2,1,1,2,0,0,2,0,0,0,0,0,2,0,1,0,2,2,2,0,2,2
89,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,2,2,1,0,1,0,0,2,1,0,1,0,1,2,0,1,2,2,2,1,0,0,1,1,2,0,2,0,0,1,2,0,1
90,0,0,2,2,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,0,1,5,4,0,0,2,0,1,2,2,1,0,2,2,0,2,2,0,2,2,1,0,2,1,0,1,0,0,1,2,2,2,1,1,2,1,2,2,0
91,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,1,0,1,1,2,2,0,1,0,1,0,0,1,0,2,0,0,1,2,1,1,1,1,1,2,0,2,0,1,0,2,1,1
92,0,0,2,2,4,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,1,5,4,0,0,2,1,1,0,1,1,2,2,2,1,1,0,0,2,0,2,1,0,0,0,0,0,0,1,2,0,1,0,2,2,2,1,2,2
93,0,0,2,2,4,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,1,5,4,0,0,2,0,0,0,0,1,2,1,0,1,0,2,2,2,1,1,2,2,2,2,2,0,1,1,0,0,0,1,1,1,1,2,0,0
94,0,1,0,1,4,5,6,5,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,1,1,1,5,4,7,1,2,2,2,2,2,0,1,0,0,1,1,0,2,1,1,2,1,1,2,1,0,0,0,2,2,2,0,0,2,0,0,2,2,2
95,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,1,1,2,0,1,2,0,0,1,1,1,1,1,1,0,2,2,1,0,2,1,2,0,2,0,0,1,1,1,2,2,1,0
96,0,0,2,2,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,0,0,3,0,0,2,2,1,2,2,2,0,2,1,2,1,1,2,1,0,1,0,2,0,1,0,0,1,1,0,2,1,2,2,1,1,1,0,2
97,0,0,1,0,0,4,2,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,0,0,0,3,3,0,2,2,0,2,0,1,2,2,0,0,1,1,1,1,1,2,1,2,0,0,1,0,2,0,0,0,0,2,1,2,0,1,1,1
98,0,0,2,2,0,4,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,0,0,3,3,0,2,2,0,1,1,2,0,0,2,1,2,1,2,2,0,0,0,0,0,1,0,1,0,2,1,2,2,1,1,2,0,0,0,0
99,0,0,2,2,0,0,5,7,15,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,2,4,1,2,2,0,1,0,1,2,0,1,1,1,1,2,1,2,1,1,0,1,0,2,2,1,2,1,2,0,0,1,1,2,0,2,0,1,2,1
100,0,0,1,0,0,4,2,6,-1,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,0,0,0,3,3,0,2,1,1,1,0,1,2,2,2,2,0,2,0,2,1,1,2,1,2,1,1,0,0,1,1,1,0,2,2,1,2,2,1,1
101,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,1,0,2,0,0,0,1,1,0,2,1,1,2,2,0,0,1,2,1,2,0,2,2,0,2,2,2,1,2,1,0,0,1
102,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,1,2,1,0,1,1,2,0,0,1,0,2,1,1,1,1,1,2,2,1,2,0,1,2,1,1,2,1,2,2,0,0,2
103,0,1,0,3,1,2,4,4,14,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,4,1,6,1,0,0,2,0,2,1,1,1,2,1,0,1,2,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,2,2,0,1,1
104,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,1,1,2,2,2,2,2,2,0,2,1,1,2,2,1,1,2,1,2,0,1,2,1,1,0,2,0,0,0,2,2,1,2
105,0,0,2,2,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,0,1,5,4,0,0,2,0,1,2,2,1,1,0,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,0,2,2,0,1,2,0,0,1
106,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,3,3,6,4,1,0,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,0,2,0,0,1,2,2,2,0,1,1,2,0,2,1,1,1
107,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,0,2,2,2,2,0,0,2,0,2,0,2,0,1,0,1,0,0,0,2,2,0,0,1,1,1,2,1,1,0,1,2,2
108,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,2,0,1,0,1,1,0,0,0,1,1,0,0,2,1,1,0,1,1,2,2,2,2,0,1,2,0,2,1,2,2,0,2,2,0,0,2,1
109,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,2,4,1,2,2,0,1,2,0,1,2,0,1,1,1,1,2,1,2,2,2,1,1,0,2,1,1,2,1,1,0,0,0,2,2,2,2,0,2,2
110,0,0,1,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,4,2,0,1,0,1,0,1,1,1,0,0,1,0,2,0,1,0,0,2,1,2,1,1,2,0,1,0,0,1,0,2,0,1,1,0,1,1,1
111,0,1,0,3,1,2,4,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,4,1,6,1,0,0,2,0,0,0,0,2,2,0,1,0,0,2,2,1,0,2,2,0,2,1,0,2,1,1,0,2,1,0,0,0,1,2
112,0,1,0,1,2,3,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,3,3,5,5,1,0,0,1,2,1,2,1,0,0,2,2,2,1,2,2,1,1,2,2,2,2,0,0,2,1,0,2,0,0,0,1,0,1,2
113,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,4,1,6,1,0,2,0,1,2,0,2,2,1,2,1,2,2,1,0,1,0,2,2,1,2,2,1,1,1,2,2,2,0,2,0,1,2,2
114,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,2,0,1,0,1,1,0,1,1,1,0,2,0,1,1,2,2,0,1,0,1,2,2,1,1,2,2,0,1,0,2,0,2,2,0,1,2,2
115,0,0,1,0,3,1,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,0,0,0,3,3,0,2,2,2,1,1,2,1,0,1,2,0,0,2,2,1,1,2,0,1,2,0,2,2,2,1,0,1,0,2,0,1,0,1,1
116,0,1,0,3,1,2,4,4,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,1,0,2,2,0,0,0,1,1,1,2,2,1,1,0,0,2,2,1,2,0,0,2,1,0,0,0,1,1,0,2,2,1
117,0,1,2,2,4,5,6,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,1,2,2,0,-1,0,0,2,0,2,1,2,1,1,2,1,0,0,2,0,0,0,1,0,1,1,2,2,1,1,0,1,2,0,0,2,1,1
118,0,0,2,2,4,5,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,5,4,0,0,2,0,0,2,1,1,1,1,1,0,1,1,0,0,0,2,1,0,1,2,0,1,2,2,0,2,0,2,0,0,2,0,0,1
119,0,0,2,2,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,0,1,5,4,0,0,2,2,0,0,1,1,1,1,2,2,2,0,1,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,2,2,1,0
120,0,0,2,2,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,0,0,3,0,0,2,1,1,1,2,0,0,2,1,0,1,1,2,2,1,0,1,1,2,2,1,2,2,1,0,1,0,1,0,2,2,2,2,0
121,0,0,1,0,3,1,3,0,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,0,1,0,-1,2,1,2,0,2,1,2,1,0,1,0,0,1,0,1,2,1,2,1,1,1,0,0,0,1,1,1,1,1,1,2,0,2
122,0,0,1,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,0,1,0,1,1,0,1,2,0,1,0,0,2,0,0,2,2,2,0,2,2,2,2,1,0,0,2,0,2,2,1,0,2,1,0,1,1
123,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,2,0,1,0,1,1,1,1,0,0,1,2,2,0,0,2,2,2,2,0,1,2,2,2,1,1,0,0,0,0,0,0,2,0,2,2,1,2
124,0,0,1,0,3,1,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,0,0,0,3,3,0,2,1,2,1,0,2,1,1,1,1,1,2,2,2,1,0,0,0,1,0,1,0,2,0,0,1,1,1,1,1,2,2,2,2
125,0,0,2,2,4,5,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,5,4,7,0,2,0,2,2,1,1,0,0,2,2,1,2,0,0,1,0,2,1,0,2,2,2,0,0,0,0,1,2,2,2,1,1,2,1
126,0,0,1,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,4,2,0,1,0,1,0,0,2,2,1,0,2,1,0,1,2,0,2,1,0,1,0,2,0,2,0,0,0,2,0,0,1,1,0,1,0,1,2
127,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,0,0,0,1,0,0,1,0,2,0,2,0,2,1,1,0,0,0,0,2,1,2,0,0,1,1,1,1,0,2,2,1,2
128,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,0,2,1,2,1,0,2,0,2,0,1,1,0,0,1,0,2,1,2,2,2,1,0,0,2,1,1,1,0,1,0,0,1
129,0,0,1,0,3,1,3,0,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,0,1,0,1,2,2,0,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,0,2,2,2,2,1,2,2,0,0,1,2,0,0,2
130,0,1,2,1,4,5,6,5,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,1,1,1,5,4,7,1,2,0,1,0,2,2,1,0,2,1,2,2,0,2,1,0,0,0,2,0,0,2,2,2,0,0,1,2,2,2,2,1,1,0
131,0,0,1,0,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,2,4,1,2,2,0,1,1,0,1,0,2,0,1,2,0,1,2,1,0,2,1,1,1,0,1,0,0,1,1,2,2,1,2,1,0,1,2,1,0
132,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,2,2,0,0,0,0,0,0,2,1,2,2,2,2,1,2,2,2,0,1,1,1,2,0,2,1,1,0,2,1,2,2,0
133,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,0,1,1,1,2,2,1,1,2,2,0,0,1,1,1,0,1,1,0,2,1,1,0,2,2,0,1,2,2,0,0,1,1
134,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,0,3,3,3,5,4,1,0,2,1,2,0,2,2,1,0,2,0,0,0,0,0,1,0,2,2,1,2,2,0,0,1,0,0,2,2,0,1,0,2,1
135,0,0,2,2,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,0,1,5,4,0,0,2,1,2,1,1,1,0,0,1,2,0,1,1,1,2,2,2,0,0,2,1,1,1,2,1,2,1,1,0,1,0,2,2,1
136,0,0,2,2,4,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,1,5,4,0,0,2,2,2,1,2,1,2,2,0,0,1,2,1,2,0,0,1,2,0,2,2,0,1,0,1,1,2,0,1,0,0,2,1,1
137,0,1,0,1,2,3,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,3,3,5,5,1,0,1,1,2,2,2,1,1,1,2,0,2,1,0,0,1,0,2,0,1,0,2,2,1,0,2,1,2,2,2,1,2,1,0
138,0,0,1,0,3,1,3,0,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,0,0,3,3,0,2,0,1,0,1,2,0,1,1,1,1,2,2,0,0,2,1,2,1,1,0,1,2,0,1,2,2,1,1,2,0,0,0,0
139,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,0,1,2,1,2,1,1,0,1,1,2,0,0,0,2,1,0,1,0,0,0,2,0,1,0,1,2,0,1,2,2,0,2
140,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,4,2,0,1,0,1,0,2,2,1,2,1,0,1,2,1,2,1,2,0,2,2,0,1,1,2,0,2,1,2,2,0,0,1,2,1,1,1,1
141,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,2,1,0,1,1,0,2,1,1,2,2,1,2,2,0,0,2,0,0,2,1,2,2,1,2,1,1,0,0,2,1,1,0
142,0,0,1,0,0,4,2,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,0,0,0,3,3,0,2,2,2,2,2,1,0,2,2,0,2,2,0,0,2,0,2,0,2,1,2,1,0,1,1,0,2,2,2,2,1,0,1,1
143,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,2,0,1,0,1,1,0,2,1,2,0,0,2,1,1,2,2,2,2,0,2,1,2,1,1,1,2,2,1,2,0,2,0,1,1,0,0,1
144,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,4,1,2,2,0,1,0,1,1,1,0,0,1,2,1,0,0,1,2,2,2,0,0,2,0,1,0,0,1,1,1,0,0,1,2,1,1,1,1
145,0,0,2,2,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,0,2,0,0,1,2,1,1,2,2,1,0,1,0,1,1,0,0,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0
146,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,3,6,4,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,2,2,0,0,0,1,0,2,2,1,2,1,2,2,1,2,1
147,0,0,2,2,4,5,6,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,5,4,7,0,2,1,1,2,2,0,0,2,1,1,2,0,2,1,1,2,2,1,2,2,0,2,2,0,2,1,2,1,2,1,2,1,0,1
148,0,0,1,0,3,1,3,6,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,0,0,0,3,3,0,2,1,1,2,1,1,1,2,2,0,2,0,1,1,2,1,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1,2,0,2
149,0,0,1,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,2,4,2,0,1,0,1,2,1,2,0,2,0,2,0,2,2,0,2,1,1,1,0,2,2,0,2,0,0,0,0,1,2,0,0,2,1,1,1,1
150,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,2,0,1,0,2,1,0,1,2,1,2,2,2,1,2,2,1,0,2,2,1,0,0,1,2,2,2,1,1,0,2,0,1
151,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,4,1,2,2,0,1,2,0,2,2,1,0,2,0,0,1,1,1,2,0,0,0,0,0,1,0,1,2,2,1,2,0,0,0,0,1,2,2,1
152,0,0,2,2,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,0,0,3,0,0,2,2,2,1,0,1,2,0,0,1,1,2,0,1,2,2,2,2,1,2,1,0,2,2,1,2,1,0,1,2,1,2,1,2
153,0,1,2,2,4,5,6,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,5,4,7,1,2,1,0,1,1,2,1,2,0,0,0,1,2,2,1,0,1,0,1,1,1,2,0,1,2,0,0,2,1,2,0,1,2,1
154,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,0,1,0,2,1,2,2,0,2,1,2,2,0,1,2,1,0,2,2,1,0,2,1,0,2,1,1,0,1,1,2,1,1
155,0,0,1,0,3,4,1,6,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,0,0,0,3,3,0,2,0,0,2,0,1,1,1,0,1,0,2,0,1,2,1,2,2,2,1,0,2,1,0,1,1,1,1,2,0,2,2,0,2
156,0,0,2,2,4,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,1,5,4,0,0,2,1,0,2,0,1,0,1,2,2,1,1,0,1,1,0,1,1,0,2,2,0,0,1,2,0,1,0,1,2,1,2,0,1
157,0,0,2,2,4,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,1,5,4,0,0,2,0,2,2,0,0,2,1,2,1,1,1,1,2,2,0,1,0,2,2,0,2,0,1,1,2,1,2,0,2,0,2,1,1
158,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,0,0,0,1,0,0,0,2,2,0,0,0,2,1,2,2,1,1,0,1,2,0,1,2,0,0,0,1,2,2,0,2,2
159,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,1,0,0,0,1,2,0,1,2,1,2,1,0,2,2,0,2,0,0,1,2,1,1,2,0,0,1,2,1,1,1,0,1
160,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,2,0,1,0,1,0,1,1,1,2,0,0,2,2,0,2,2,2,0,2,2,2,0,0,1,2,0,0,2,2,2,0,0,1,1,1,2,2
161,0,0,2,2,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,0,1,5,4,0,0,2,2,1,1,2,2,2,0,1,2,0,2,0,1,2,2,0,2,0,0,0,0,0,0,2,2,1,0,1,1,0,2,1,2
162,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,1,2,2,0,1,0,0,0,1,1,1,2,0,0,2,2,0,0,1,2,1,1,0,2,1,0,2,1,2,2,1,2,2,2,0,1,2,0
163,0,0,2,2,0,4,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,0,0,3,3,0,2,2,1,2,2,2,1,1,0,2,0,1,0,1,1,0,2,0,1,2,1,0,1,2,1,2,2,2,2,1,1,1,2,1
164,0,1,0,3,1,2,4,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,4,1,6,1,0,2,1,0,0,2,0,1,2,2,2,1,0,1,2,2,2,1,1,0,0,1,0,0,0,1,2,0,1,0,2,1,2,2
165,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,2,0,2,2,2,2,1,1,2,1,0,1,0,0,2,0,2,0,1,0,2,1,0,2,0,2,0,2,0,2,2,2,2
166,0,0,2,2,4,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,1,5,4,0,0,2,0,2,2,0,1,0,0,0,0,1,1,2,2,1,2,2,1,2,1,2,1,0,0,2,2,0,1,1,0,1,0,1,2
167,0,0,2,2,0,0,5,7,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,4,1,2,2,0,1,1,2,0,1,1,0,1,1,1,0,1,0,2,0,1,2,1,2,1,1,1,2,0,0,0,2,0,0,2,0,2,2,0
168,0,1,0,3,1,2,4,4,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,4,1,6,1,-1,2,2,0,1,2,0,2,2,2,1,0,2,2,0,2,2,2,0,0,0,2,0,0,0,0,0,1,0,1,2,1,2,0
169,0,0,1,0,3,1,1,6,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,0,0,0,3,3,0,2,0,2,2,2,0,2,2,0,2,1,0,0,1,0,0,2,1,2,2,2,2,0,2,0,1,1,0,1,0,1,2,1,1
170,0,0,1,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,4,1,2,2,0,1,1,2,0,1,1,1,0,2,1,0,2,2,2,0,2,0,0,1,0,0,0,1,2,2,2,0,0,0,2,1,0,0,0
171,0,1,0,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,4,6,4,1,0,1,0,0,2,2,2,0,2,2,2,0,0,0,1,1,1,0,0,1,1,0,0,2,0,0,2,0,1,0,0,0,1,1
172,0,0,1,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,2,4,2,0,1,0,1,1,0,2,0,2,2,1,2,0,0,0,2,1,0,2,1,2,2,0,0,0,0,1,1,1,1,1,2,2,0,0,2,0
173,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,2,2,1,2,2,0,0,0,1,0,1,0,1,1,2,0,2,2,2,1,1,2,0,2,2,0,1,2,0,1,1,1,0
174,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,3,5,5,1,0,0,1,0,0,2,0,2,2,0,0,1,2,2,2,2,0,0,2,2,1,1,1,0,0,1,1,2,0,1,1,2,2,2
175,0,0,2,2,4,5,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,5,4,0,0,2,2,1,2,2,0,2,1,1,1,2,2,2,2,2,1,0,2,1,1,2,1,0,2,2,0,1,2,0,0,2,0,0,2
176,0,1,2,2,4,5,6,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,1,5,4,7,1,2,1,2,1,1,2,2,2,2,2,1,2,0,0,0,0,1,0,0,2,1,2,1,2,1,2,2,0,1,1,0,2,0,0
177,0,0,2,2,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,0,0,3,3,0,2,2,1,0,0,2,1,0,2,2,1,2,2,0,1,1,2,1,2,0,2,1,1,0,1,1,0,1,1,2,0,1,2,1
