,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11
128,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,2,2,1,0,1,2,0,0,0,1
129,0,1,1,1,3,0,5,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,1,0,1,0,2,0,0,2,1,2,0
130,0,0,2,0,0,2,3,3,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,1,0,0,5,3,7,1,2,0,1,2,2,2,0,1,0,0,2,0
131,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,2,0,0,1,1,2,0,1,1,1,2
132,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,0,1,2,2,0,0,0,0,1,2
133,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,2,2,1,2,2,1,2,0,1,0,2
134,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,3,2,4,6,4,1,0,0,1,0,0,2,0,1,1,2,0,0
135,0,1,2,2,0,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,0,5,3,1,0,2,0,2,0,0,2,0,1,2,1,0,0
136,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,2,0,2,1,1,1,1,2,1,2
137,0,0,0,0,4,4,1,1,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,2,4,6,3,1,0,2,2,0,1,0,2,0,1,2,1,0
138,0,1,1,1,3,0,5,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,1,4,3,5,6,0,2,2,0,0,2,0,1,0,0,1,0,1
139,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,0,1,2,0,0,1,2,2,0,1
140,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,1,1,0,1,1,0,2,2,1,0,1
141,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,2,0,2,0,2,0,1,2,2,0
142,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,2,0,2,0,2,1,2,1,2,1
143,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,2,1,0,2,0,2,1,2,0,2,2
144,0,1,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,2,2,2,1,2,0,1,0,0,0,2
145,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,1,0,0,2,1,2,2,2,2,2
146,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,4,1,4,1,0,2,1,0,0,0,2,0,2,0,2,2
147,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,1,0,1,0,0,1,0,1,1,2,0
148,0,1,1,1,3,0,5,4,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,1,1,4,3,5,6,0,2,1,1,2,1,0,0,1,2,2,2,1
149,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,1,0,0,2,0,1,2,0,2,0,2,1,0,0,0,2,2
150,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,2,0,1,1,1,0,0,1,1,2
151,0,1,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,2,0,1,1,2,2,1,2,1,2,0
152,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,1,0,1,0,2,0,0,2,0,0
153,0,0,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,1,2,2,1,1,1,0,1,1,1,2,1,2
154,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,0,2,2,2,0,2,1,2,1,1
155,0,1,1,1,2,3,6,4,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,1,1,4,3,5,6,0,2,1,1,1,0,2,2,1,2,0,1,1
156,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,1,0,1,2,1,1,2,0,1,1,2
157,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,2,0,1,1,1,2,0,0,2,0
158,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,1,1,1,0,0,0,2,1,1
159,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,1,2,0,1,0,0,2,0,1,1
160,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,1,0,1,2,0,1,0,0,1,2
161,0,1,2,2,0,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,1,1,0,5,3,1,0,2,2,2,0,2,2,1,1,0,1,0,2
162,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,2,2,0,0,1,0,0,0,0,2,0,0,2,2,0,1
163,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,2,1,2,0,1,1,1,0,1,2
164,0,0,0,3,1,1,4,7,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,0,0,2,0,0,1,1,0,2,1,2
165,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,0,0,1,1,2,1,1,0,0,1
166,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,1,2,0,0,1,0,0,0,1,1,1
167,0,1,2,2,0,5,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,1,2,0,1,2,0,0,2,2,0
168,0,0,0,3,1,1,4,7,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,-1,1,1,0,0,1,0,2,2,0,0,2
169,0,1,1,1,3,0,5,4,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,4,3,5,6,0,2,1,0,0,0,0,1,1,2,1,1,1
170,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,2,2,0,0,1,1,1,2,0,0,1,1,1,1,0,2
171,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,1,0,0,1,1,2,2,1,0,1
172,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,1,0,0,2,0,1,1,1,2,2,0,0,0,1,1,1,0
173,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,0,1,2,1,0,2,2,0,2,1
174,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,2,0,2,0,2,0,2,2,1,0
175,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,2,0,0,1,2,2,2,1,1,1,2
176,0,0,2,2,0,2,3,3,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,1,2,1,2,1,1,1,2,2,2,1,2,0
177,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,0,0,2,1,1,1,1,2,0,1,2
178,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,0,2,4,6,3,1,0,0,0,0,0,0,2,1,0,2,1,2
179,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,1,2,0,0,0,0,1,2,2,2,1
180,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,2,0,0,0,2,0,1,1,1,1,2
181,0,1,1,1,3,0,5,4,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,4,3,5,6,0,2,1,0,1,0,2,1,1,2,0,1,2
182,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,0,0,2,2,0,2,0,2,1,2
183,0,1,1,1,3,0,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,1,0,0,2,0,1,0,2,1,0,1,2,0,2,2,0,0
184,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,1,1,2,2,1,0,0,0,1,2,1
185,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,0,1,0,2,2,1,1,2,1,0,2
186,0,1,2,2,2,5,0,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,1,2,2,2,1,0,1,1,2,1,2
187,0,1,1,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,0,2,1,1,1,1,2,1,2,2,2
188,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,1,0,1,2,2,1,1,2,0,1
189,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,1,1,0,0,1,1,0,2,1,1
190,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,2,1,2,2,0,0,1,1,2,1,1,1,0,2,0,2,0,0
191,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,0,5,3,1,0,2,1,1,0,1,0,0,0,2,1,0,1
192,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,1,2,2,1,1,1,0,1,0,0
193,0,1,1,1,3,0,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,2,0,1,2,2,1,2,0,1,2,1
194,0,1,1,1,3,0,5,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,1,4,3,5,6,0,2,1,0,1,1,2,1,2,1,2,2,1
195,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,2,1,2,2,0,0,1,0,2,1,0,2,0,2,1,0,2,2
196,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,1,0,0,0,1,0,2,0,0,0
197,0,1,1,1,3,0,5,4,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,4,3,5,6,0,2,2,0,0,0,2,0,2,0,1,0,1
198,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,1,0,2,1,2,2,0,0,1,1,1,0,2,1,1,0,2,1,2,1
199,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,0,0,1,2,2,0,0,2,2,1
200,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,2,1,2,2,1,1,1,1,1,1,0
201,0,1,1,1,3,3,6,4,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,1,1,4,3,5,6,0,2,2,0,0,1,0,1,0,1,2,2,1
202,0,1,1,1,3,0,5,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,1,4,3,5,6,0,2,2,0,1,1,2,1,1,1,0,1,1
203,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,0,2,2,2,2,2,0,2,1,2,2
204,0,1,2,0,4,4,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,2,0,2,4,6,3,0,0,1,2,0,2,1,0,2,0,1,1,0
205,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,1,1,0,1,1,2,2,1,1,2,1
206,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,1,0,2,1,0,2,0,2,2,0
207,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,2,1,2,0,0,0,2,1,0
208,0,1,1,1,2,5,2,2,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,2,0,2,1,1,2,1,0,1,0,2
209,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,1,1,2,1,2,0,1,1,1,1
210,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,2,0,0,1,2,2,0,0,1,2
211,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,2,1,2,2,0,0,1,2,2,1,2,2,0,0,0,1,0,2
212,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,2,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1
213,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,1,2,1,1,0,2,0,2,2,2,0
214,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,0,2,1,0,0,0,0,2,2,2
215,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,1,1,0,0,2,1,2,1,2,2
216,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,1,0,0,1,2,2,1,1,0,1
217,0,0,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,2,2,1,2,2,1,0,0,2,2,2
218,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,0,0,2,0,2,2,1,0,0,0
219,0,1,1,1,2,5,2,2,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,0,2,1,2,2,0,0,1,0,1,1,2,1,0,0,1,2,2,2
220,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,1,0,0,2,0,1,1,2,1,1,1,2,1,1,1,2,0
221,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,1,0,0,2,2,1,1,0,2,1
222,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,1,0,0,1,2,0,2,0,1,0
223,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,0,2,0,0,1,1,0,1,0,0
224,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,1,0,1,1,0,0,2,1,2,1,1
225,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,2,2,1,0,2,0,0,2,0,2,1
226,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,0,2,1,2,2,0,2,1,2,2
227,0,1,2,2,0,2,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,-1,0,2,1,2,1,2,0,2,0,0,0
228,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,0,2,2,2,2,2,1,0,0,0,0
229,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,2,2,0,0,1,0,0,2,1,2,0,0,0,2,1,1
230,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,2,0,0,1,1,2,2,1,1
231,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,2,1,1,0,1,1,2,1,2,1
232,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,0,1,2,1,1,1,1,0,2,1,2
233,0,1,2,2,0,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,0,5,3,1,0,2,0,1,2,1,1,2,2,0,1,0,2
234,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,2,1,2,0,2,0,2,0,2,2,0
235,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,2,1,0,1,1,2,0,2,0,0,1
236,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,1,2,2,2,0,0,1,2,1,0
237,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,0,1,1,2,2,0,0,1,2,1
238,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,1,1,1,2,1,0,2,1,1,0,2
239,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,2,0,1,2,1,2,2,0,0,0,1
240,0,1,2,2,0,5,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,0,0,2,1,1,0,2,0,0,2
241,0,0,0,0,4,4,1,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,2,4,6,3,1,0,2,2,0,1,2,2,2,2,1,2,1
242,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,0,1,1,2,0,2,2,0,1,0
243,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,0,2,2,0,2,2,2,0,0,1,0
244,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,2,1,1,2,0,1,2,2,0,2
245,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,0,0,1,0,1,1,1,0,2,0
246,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,0,2,2,2,2,1,1,1,2,2
247,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,2,4,1,4,1,0,2,2,2,0,1,2,0,1,2,1,2
248,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,1,1,0,2,1,1,1,0,0,0
249,0,1,1,1,3,0,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,1,0,0,2,0,1,1,1,0,1,0,1,2,0,1,0,2
250,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,1,1,0,0,0,1,0,0,2,0,0
251,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,0,0,2,1,0,2,1,2,0,2,0
252,0,1,1,1,3,0,5,6,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,2,0,0,0,1,2,0,2,1,2,1
253,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,2,4,1,4,1,0,2,1,1,2,0,0,2,1,2,0,1
254,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,1,0,2,1,1,1,1,1,1,2
255,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,1,1,4,3,5,6,0,2,0,2,1,1,1,1,1,1,2,0,0
256,0,1,2,2,2,5,0,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,2,0,2,1,0,1,1,2,0,0,2
257,0,0,0,0,4,4,1,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,2,4,6,3,1,0,2,2,0,0,2,0,2,1,0,2,1
258,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,1,2,2,0,2,1,2,0,0,1,1
259,0,1,2,2,0,2,3,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,0,2,0,0,1,1,0,2,2,1,2
260,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,2,2,0,0,1,0,2,0,0,0,2,0,1,0,1,0
261,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,2,2,1,1,2,0,2,2,2,1
262,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,1,2,0,0,0,1,0,1,2,2
263,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,1,2,0,0,2,2,2,2,1,0
264,0,1,1,1,3,0,5,6,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,1,2,0,1,2,2,2,1,2,1,1
265,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,1,2,2,2,0,0,0,1,0,0
