,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26
95,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
96,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,3,3,4,6,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
97,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
98,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
99,0,0,2,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,0,0,4,5,5,7,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0
100,0,0,2,0,4,4,0,5,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,1,0,1,3,4,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0
101,0,0,2,0,1,1,4,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1
102,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
103,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
104,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,1,0,1,5,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1
105,0,1,0,1,4,2,6,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,2,1,3,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
106,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0
107,0,0,1,3,3,5,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,4,0,1,7,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0
108,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,1,0,1,5,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
109,0,1,0,1,4,2,6,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,2,1,3,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
110,0,1,0,2,4,4,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,0,1,2,3,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
111,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,0,2,1,0,1,5,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1
112,0,0,2,0,4,4,0,5,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,0,1,3,4,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
113,0,1,0,1,2,3,1,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
114,0,0,2,0,4,4,0,5,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,1,0,1,3,4,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
115,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
116,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
117,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,3,3,4,6,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
118,0,0,2,0,1,1,4,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1
119,0,0,2,0,4,4,0,5,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,1,0,1,3,4,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1
120,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
121,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
122,0,1,2,2,4,4,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,0,1,3,4,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1
123,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
124,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
125,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
126,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0
127,0,0,2,0,4,4,0,5,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,1,0,1,3,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
128,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,7,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1
129,0,0,1,3,3,2,6,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,0,1,5,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
130,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1
131,0,1,0,1,2,3,1,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1
132,0,0,2,0,1,1,4,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0
133,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,0,1,5,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
134,0,0,1,3,3,5,3,4,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,4,0,1,7,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
135,0,0,1,3,4,2,6,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,0,2,1,3,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0
136,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0
137,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
138,0,0,1,3,3,5,3,4,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,4,0,1,7,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1
139,0,0,2,0,1,1,4,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
140,0,1,0,1,2,3,1,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
141,0,1,0,2,0,0,5,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,1,3,4,2,3,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0
142,0,1,0,2,0,4,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,0,1,2,3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1
143,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1
144,0,1,0,1,2,3,1,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
145,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,3,3,4,6,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
146,0,1,2,2,4,4,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,1,0,1,3,4,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1
147,0,0,1,3,3,5,3,4,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,1,0,1,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1
148,0,1,0,1,2,3,1,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0
149,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
150,0,0,1,3,4,2,6,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,3,0,5,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
151,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1
152,0,1,0,1,2,3,1,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
153,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0
154,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
155,0,0,1,3,3,5,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,4,0,1,7,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0
156,0,1,0,1,4,2,6,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,2,1,3,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
157,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1
158,0,1,0,1,2,3,1,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
159,0,0,1,3,3,5,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,4,0,1,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
160,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,1,0,1,5,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0
161,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,1,0,1,5,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
162,0,0,1,3,3,2,6,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,0,1,5,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
163,0,1,0,1,2,3,2,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,3,3,4,6,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0
164,0,1,0,2,0,0,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,3,4,2,3,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1
165,0,0,2,0,4,4,0,5,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,0,1,3,4,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1
166,0,0,2,0,4,4,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,1,0,1,3,4,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0
167,0,1,2,2,4,4,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,0,1,3,4,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
168,0,0,2,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,4,5,5,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1
169,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
170,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
171,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,0,2,1,0,1,5,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
172,0,0,2,0,1,1,4,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
173,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
174,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,1,0,1,5,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1
175,0,0,2,0,4,4,0,5,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,0,1,3,4,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
176,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,3,3,4,6,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0
177,0,1,0,2,0,0,5,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,1,3,4,2,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
178,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
179,0,1,0,2,0,0,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,1,3,4,2,3,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
180,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
181,0,1,2,2,4,4,0,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,0,1,3,4,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1
182,0,0,2,0,4,4,0,5,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,0,1,3,4,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
183,0,0,1,3,4,2,6,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,3,0,5,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
184,0,0,2,0,4,4,0,5,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,0,1,3,4,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1
185,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,3,3,4,6,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
186,0,0,2,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,4,5,5,7,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
187,0,1,0,2,0,0,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
188,0,0,1,3,3,5,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,4,0,1,7,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
189,0,0,1,3,3,2,6,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,0,1,5,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0
190,0,0,1,3,4,2,6,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,1,3,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
191,0,0,2,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,4,5,5,7,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0
192,0,0,1,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,1,0,1,5,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
193,0,0,2,0,1,1,4,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
194,0,0,2,0,1,1,4,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
195,0,1,0,2,0,0,5,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,3,4,2,3,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
196,0,1,0,1,2,3,1,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,3,2,2,4,6,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1
197,0,1,0,2,0,0,5,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,1,3,4,2,3,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1
198,0,0,2,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,4,5,5,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
