,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34
84,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,2,1,2,1,1,1,0,2,2,1,1,2,1,0,0,1,1,2,2,0,0,2,1,1,0,0,2,1,1,0,0,1,2,0,1,2,2
85,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,0,4,2,6,4,0,1,1,1,2,0,2,1,0,2,1,0,1,0,1,2,0,2,1,0,0,2,2,1,1,0,1,2,2,2,0,2,2,2,2,1
86,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,0,2,0,1,2,1,0,1,2,1,1,2,1,2,1,1,2,2,0,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2
87,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,0,4,2,6,4,0,1,2,0,2,1,2,2,2,1,2,2,0,2,0,1,0,1,1,0,1,2,2,0,2,0,0,0,0,1,2,1,1,2,1,1
88,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,2,2,0,2,1,2,0,0,1,0,0,1,0,1,2,2,1,0,1,1,0,1,2,0,1,0,1,0,1,0,0,1,0,1
89,0,1,1,2,2,5,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,0,4,2,3,0,0,1,1,1,1,2,2,0,1,1,0,2,0,1,0,0,2,1,1,2,0,0,1,2,2,2,1,1,1,2,2,1,2,2,2,1
90,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,1,1,2,0,2,1,0,0,0,0,2,2,0,2,2,2,1,2,0,2,1,2,2,2,0,2,0,0,2,2,1,0,1,2
91,0,1,2,3,1,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,2,1,2,2,1,1,2,1,1,2,1,0,0,0,1,0,2,1,1,0,0,2,2,0,0,0,0,2,2,1,1,1,2,1,2,1,0
92,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,1,0,3,1,2,2,2,1,0,2,2,1,2,2,2,0,0,2,2,0,2,1,0,2,2,2,0,1,0,0,2,1,1,2,0,0,2,2,0
93,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,4,2,3,0,0,1,1,2,0,1,0,2,0,2,2,0,1,1,1,1,1,1,0,0,0,2,2,1,1,2,0,0,2,1,0,2,2,0,0,1
94,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,6,4,0,1,0,2,1,0,0,2,0,1,2,0,1,2,2,1,2,0,1,2,1,1,1,1,1,2,1,2,0,0,0,0,1,2,1,2
95,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,2,0,1,1,0,2,0,1,1,1,0,0,2,1,1,0,2,2,0,2,1,1,2,2,2,0,0,2,0,1,1,1,1
96,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,2,1,2,1,1,0,2,0,0,0,2,1,0,0,2,2,1,0,2,0,0,2,0,1,1,0,2,0,2,2,2,0,2,1
97,0,1,1,2,2,5,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,0,4,2,3,0,0,1,0,2,0,0,2,1,1,1,0,2,1,1,2,0,0,2,2,1,1,1,2,2,0,2,0,2,2,0,1,2,1,1,1,0
98,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,0,0,0,2,5,1,2,0,0,1,0,1,2,1,0,0,0,1,1,2,1,1,1,2,1,1,0,1,1,0,2,0,1,2,0,2,0,1,0,2,0
99,0,1,2,3,1,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,0,0,0,2,2,1,2,1,1,1,0,2,0,1,1,2,2,0,1,0,2,2,2,1,0,0,2,2,0,2,0,1,2,0,2,1,1,2,1,1,1
100,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,2,0,0,2,0,1,2,0,1,0,0,1,2,2,0,0,1,2,1,0,2,2,0,1,2,1,0,1,1,2,2,0,0,0
101,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,0,4,2,6,4,0,1,1,0,0,2,2,2,2,0,1,0,2,0,2,2,1,0,1,2,2,0,2,0,0,2,1,1,2,1,0,0,1,2,2,0
102,0,0,0,1,0,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,1,0,1,1,0,0,2,2,2,2,1,2,1,1,1,0,0,2,2,0,2,2,1,2,0,1,0,0,1,2,1,2,2
103,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,0,0,0,2,5,1,2,0,2,2,0,0,1,0,2,0,0,1,2,0,2,2,1,0,0,0,2,2,0,2,0,0,1,0,0,0,2,0,2,0,2
104,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,0,0,1,1,1,1,0,1,2,0,0,1,1,1,2,2,2,0,2,0,2,0,1,1,1,0,1,1,2,2,2,2,0,1
105,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,0,0,1,0,3,1,2,0,0,2,2,0,2,1,2,2,1,2,1,0,1,2,1,1,0,2,0,0,1,0,2,1,0,1,1,1,2,0,0,1,1
106,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,2,0,1,2,0,0,2,0,2,0,1,0,2,2,1,1,1,2,1,0,1,1,2,0,1,2,0,1,0,1,2,2,2,2
107,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,1,0,3,1,2,0,1,1,0,1,1,2,2,1,1,2,1,1,1,2,0,1,1,1,2,2,1,2,1,2,2,1,1,1,1,0,0,0,1
108,0,1,1,2,2,5,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,0,4,2,3,0,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,2,2,0,1,2,1,0,2,1,0,0,1,2,2,2,2,0,0,1,0
109,0,1,2,3,1,4,4,6,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,2,1,2,1,2,2,0,0,0,2,0,1,0,2,1,2,0,0,2,0,1,2,0,1,0,2,0,2,0,1,1,2,2,0,1,1,0
110,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,0,0,0,2,5,1,2,2,2,1,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0
111,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,0,0,0,2,2,1,2,0,0,1,2,2,0,1,1,0,2,2,1,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,2,0
112,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,6,4,0,1,2,1,1,2,1,1,2,1,0,1,1,0,2,0,0,0,0,0,2,2,0,2,1,1,2,0,2,0,0,1,2,1,2,2
113,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,0,0,0,2,2,1,2,1,1,1,0,2,2,0,2,1,0,1,0,0,1,0,0,0,1,2,2,2,2,2,0,0,2,2,2,0,0,1,2,1,2
114,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,4,2,6,4,0,1,1,2,2,1,2,1,1,0,1,1,0,2,0,0,2,0,0,1,2,2,1,0,0,1,2,1,1,1,2,2,0,2,0,1
115,0,1,2,3,1,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,2,1,2,1,2,0,0,1,2,0,0,2,0,1,0,1,0,1,1,0,0,2,2,0,0,1,1,1,2,0,2,1,2,1,2,1,2
116,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,0,4,4,7,2,0,1,1,0,0,0,0,0,2,1,2,0,1,2,2,0,0,2,0,1,0,1,1,2,2,1,2,0,1,0,0,0,0,2,0
117,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,5,1,2,0,0,2,0,2,0,0,2,2,0,1,1,2,1,1,1,2,2,2,2,0,1,2,2,2,1,1,0,2,1,1,1,2,1
118,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,1,0,3,1,2,1,1,1,1,2,0,0,1,0,2,0,1,2,0,1,0,0,1,2,0,1,2,2,2,2,1,1,2,2,1,1,1,0,0
119,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,0,4,2,6,4,0,1,0,1,0,1,1,0,2,1,2,0,1,2,1,0,1,0,0,2,2,0,1,2,2,1,0,0,0,0,1,2,1,1,1,2
120,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,0,0,0,2,5,1,2,0,1,1,2,1,0,0,1,2,1,1,2,1,2,1,2,1,2,2,0,0,1,1,0,1,2,0,2,0,1,1,2,2,0
121,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,2,2,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,2,1,2,2,1,0,2,2,0,0,2,2,0,1
122,0,1,1,2,2,5,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,0,0,4,2,3,0,0,1,1,0,0,0,2,1,2,0,0,2,1,1,2,1,2,1,2,2,1,2,0,2,2,1,1,0,0,0,0,1,1,1,0,2
123,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,1,0,3,1,2,2,0,2,0,0,0,1,2,2,1,0,1,0,2,1,1,0,0,1,1,1,1,0,1,2,1,2,1,2,1,2,0,1,1
124,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,1,2,0,1,2,1,2,2,0,1,0,1,1,1,2,2,0,1,0,0,2,0,1,0,1,1,1,0,2,2,1,2,2,1
125,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,2,0,1,2,2,2,0,0,1,2,1,2,1,0,1,1,2,0,2,0,1,1,0,2,1,2,1,2,2,0,1,1,2,2
126,0,1,2,3,1,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,0,0,0,2,2,1,2,0,0,0,2,2,1,1,0,2,2,0,1,2,2,1,0,0,1,0,1,0,0,2,0,0,0,1,0,2,1,2,2,0,2
127,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,5,1,2,0,0,2,0,2,2,1,0,1,1,0,1,2,1,0,2,2,2,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,2
128,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,2,1,0,0,1,0,1,2,2,0,1,2,0,0,2,0,0,2,2,0,0,2,0,1,2,1,2,2,1,0,2,2,1,0
129,0,1,1,2,2,5,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,0,0,4,2,3,0,0,1,0,0,2,1,2,0,2,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0,0,2,1,1,2,2,0,0,2
130,0,1,1,2,2,5,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,0,0,4,2,3,0,0,1,0,2,1,1,2,1,1,2,2,2,2,2,1,2,2,0,0,1,0,2,0,1,2,2,2,1,0,1,1,2,1,0,2,0
131,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,0,2,1,1,0,1,2,1,0,1,0,1,2,2,2,1,1,0,0,1,0,2,1,1,0,0,0,0,1,1,0,2,0,0
132,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,0,4,2,6,4,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,1,1,0,1,0,2,2,1,1,2,1,0,1,1,1,0,0,1,1,2,0
133,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,0,2,1,1,0,2,1,0,0,1,2,0,1,1,2,2,1,0,1,0,2,2,0,1,0,2,1,0,0,0,1,0,1,0
134,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,1,0,2,1,1,2,2,2,1,1,0,2,0,2,0,0,1,0,1,2,1,2,1,0,1,0,2,0,2,0,1,2,2,0
135,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,1,0,3,1,2,0,0,2,1,1,1,1,1,0,0,1,2,1,0,0,1,0,0,0,2,0,0,0,0,1,2,1,0,0,1,2,0,0,0
136,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,0,1,0,2,2,1,0,0,0,0,2,1,2,0,1,1,2,2,0,0,0,2,1,2,0,0,1,0,2,2,0,2,2,1
137,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,1,2,2,0,1,1,1,1,2,0,0,0,0,0,2,1,0,1,0,0,0,2,1,2,1,0,0,0,2,0,0,1,1,2
138,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,0,0,0,2,2,1,2,2,1,2,2,1,1,0,0,0,0,1,2,2,1,1,0,2,1,2,0,1,0,2,1,0,0,1,2,1,2,2,0,2,0
139,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,2,1,0,0,2,0,2,2,0,0,2,2,2,0,0,0,0,2,0,1,2,2,0,2,1,1,1,1,1,0,1,2,0,2
140,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,5,1,2,1,2,0,2,1,0,2,0,2,0,1,0,0,1,2,2,2,2,0,2,2,2,1,1,0,0,0,2,0,0,1,2,2,2
141,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,0,4,2,6,4,0,1,0,1,0,0,2,2,2,1,0,2,1,0,1,0,1,2,1,1,0,2,2,0,1,2,1,1,0,2,1,0,1,1,1,2
142,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,1,1,2,1,1,1,2,1,1,2,2,1,2,0,0,1,2,0,2,1,1,2,0,2,0,2,1,2,1,1,0,0,0
143,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,0,1,0,1,0,0,0,2,0,2,2,1,2,2,1,2,1,2,2,1,1,1,0,1,0,0,2,0,0,0,0,0,2
144,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,1,1,0,2,0,0,0,1,0,2,0,0,0,2,1,1,2,2,2,1,2,2,1,1,0,2,1,0,1,0,2,0,1,1
145,0,1,1,2,2,5,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,0,0,4,2,3,0,0,1,1,0,1,2,2,2,0,2,0,2,1,1,2,0,1,2,1,1,1,0,1,0,0,2,2,0,1,0,2,1,1,1,1,0
146,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,1,0,3,1,2,2,0,0,1,0,0,0,2,1,0,0,2,1,0,1,1,2,0,0,2,2,1,0,0,0,0,0,1,2,1,2,0,1,1
147,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,2,0,1,0,0,1,0,2,0,1,0,1,1,0,0,1,0,2,0,1,2,0,2,0,2,0,2,0,1,2,2,2,1
148,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,0,4,4,7,2,0,2,2,1,2,2,2,1,1,2,0,1,0,0,1,0,2,2,0,2,0,1,0,2,2,1,1,2,0,0,1,1,0,2,2
149,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,1,0,3,1,2,1,2,1,2,0,1,2,2,2,0,0,1,0,2,0,1,2,1,0,1,1,0,1,2,0,2,0,0,1,1,1,2,0,0
150,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,2,1,0,1,0,0,1,1,0,1,0,2,1,0,0,2,0,1,1,2,1,2,1,1,1,1,2,0,0,0,1,1,0
151,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,4,2,3,6,0,1,2,2,2,2,1,0,2,2,2,0,0,1,1,2,2,2,0,1,1,0,0,1,2,0,2,0,2,2,2,0,1,2,0,1
152,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,0,4,4,7,2,0,2,2,2,2,1,1,1,0,2,1,2,2,2,0,2,1,1,0,0,2,0,1,1,0,0,0,2,0,2,2,1,2,1,0
153,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,0,4,4,7,2,0,2,1,1,1,1,1,1,0,1,1,1,2,0,0,1,1,0,1,1,1,1,2,0,1,2,0,1,0,0,1,2,2,1,2
154,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,0,1,1,0,0,1,2,1,2,2,0,1,1,1,1,0,0,2,1,2,2,2,0,0,2,2,2,0,0,1,2,2,1,0
155,0,1,2,0,4,2,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,1,0,3,1,2,2,0,1,1,1,0,1,0,0,1,2,0,1,2,1,0,2,1,0,1,0,1,0,1,0,1,0,1,1,2,2,2,1,1
156,0,1,1,2,2,0,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,0,4,2,6,4,0,1,1,1,1,2,2,2,1,0,1,1,0,1,2,2,1,1,0,1,2,0,1,1,2,0,1,2,0,1,1,2,2,0,1,1
157,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,0,0,1,5,5,6,0,1,1,0,1,1,1,1,2,2,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,0,1,0,1,1,0,0,2,0,2,1
158,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,5,1,2,1,0,1,0,2,0,2,2,1,0,2,1,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2,2
159,0,1,2,3,1,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,0,0,0,2,2,1,2,2,2,1,0,1,1,0,0,2,0,0,0,2,2,0,1,0,1,1,0,1,1,2,1,1,2,0,2,0,1,0,1,2,1
160,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,0,0,0,2,5,1,2,1,2,0,2,2,2,1,1,0,1,2,2,1,2,2,0,1,2,2,1,0,1,1,0,0,0,0,1,1,2,1,0,0,2
161,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,0,0,2,1,0,2,0,0,0,0,0,2,2,2,2,2,2,0,0,1,0,2,2,0,0,1,2,0,2,1,1,2,1
162,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,0,1,2,2,0,2,0,1,1,0,1,0,1,2,0,2,2,1,2,2,1,0,1,0,0,0,0,1,0,1,2,1,2,1
163,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,2,2,4,4,7,2,0,1,1,1,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,1,2,2,2,1,1,1,1,0,0,2,2,1,1,0
164,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,1,0,2,1,0,1,0,0,0,1,2,2,0,1,2,0,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,1,2,2
165,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,1,2,1,2,2,0,2,1,0,1,2,1,2,1,2,1,2,2,1,2,1,1,1,0,2,1,0,2,1,0,1,2,2,0
166,0,1,2,3,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,0,0,0,2,2,1,2,1,2,0,2,2,0,0,1,2,2,0,2,1,0,0,0,0,0,0,0,2,1,1,2,1,1,1,2,1,2,0,0,2,2
167,0,1,2,3,1,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,0,0,0,2,2,1,2,2,1,1,1,1,2,0,1,0,0,0,0,1,1,0,0,1,1,2,1,2,1,2,1,2,0,1,2,0,0,0,2,0,1
168,0,1,1,2,2,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,0,1,5,5,6,0,1,1,0,1,2,1,1,1,1,0,0,2,1,0,0,2,0,1,1,0,2,2,1,0,2,2,2,0,1,1,1,1,2,2,1
169,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,1,0,2,2,0,1,2,1,0,0,1,1,0,2,0,2,0,2,2,0,2,0,1,0,2,2,1,1,0,2,1,1,0
170,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,1,2,1,1,1,0,2,0,1,2,1,0,0,2,2,2,2,0,0,0,2,1,0,2,0,2,0,0,1,1,1,1,2,2
171,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,2,1,0,2,2,1,1,0,2,1,2,0,2,2,1,1,0,2,0,2,1,1,0,1,1,1,1,1,2,1,0,2,2
172,0,1,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,0,0,0,2,2,1,2,1,2,0,1,2,0,2,0,0,2,2,2,0,0,1,1,1,1,1,0,1,2,1,0,2,0,0,2,1,2,1,0,0,2
173,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,1,1,1,2,2,1,1,0,2,2,0,0,0,2,2,0,0,1,2,0,0,2,1,0,2,2,0,0,1,2,1,1,0,0
174,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,0,0,1,1,0,0,2,0,1,1,2,0,2,2,2,2,2,0,1,1,1,0,0,1,2,2,0,1,2,1,1,1,1,0
175,0,0,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,1,1,2,0,1,1,2,1,1,1,2,1,0,2,0,0,0,0,1,2,1,2,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,1
