,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18
111,0,0,2,0,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,0,0,0,2,2,1,1,2,0,2,1,1,0,0,2,1,0,0
112,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,0,2,1,2,0,0,2,0,0,2,2,1,1,2,0,1,2,0
113,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,1,0,1,2,0,0,1,1,2,1,2,2,2,2,1,1,0,1
114,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,1,2,2,2,0,1,2,0,2,0,0,2,1,1
115,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,2,1,2,2,2,2,0,1,1,0,2,2,1,0,1,2,2,1,1,0,0
116,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,0,1,1,1,1,1,0,1,2,1,2,1,2,0,0,2
117,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,2,1,2,0,0,0,2,2,0,2,0,2,1,0,1,0,1,0
118,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,1,1,1,0,2,2,2,2,2,1,0,1,2,1,2,0,0,2
119,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,2,0,2,2,2,1,1,2,1,2,0,0,1
120,0,0,2,3,4,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,5,1,2,1,2,0,0,0,1,0,0,2,0,2,1,0,2,1,2,1,2
121,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,0,2,0,2,1,1,1,0,0,2,2,2,1,2,0,0,2
122,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,0,1,6,3,0,1,0,1,2,2,1,1,2,2,0,0,2,0,2,1,0,0,0,0
123,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,0,5,4,1,2,1,1,1,2,1,2,1,2,0,1,2,1,0,1,0,1,1,1
124,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,1,1,1,0,1,1,0,0,2,2,1,1,0,2,2,2,1
125,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,1,0,2,0,1,1,0,2,1,0,1,2,0,0,1,1
126,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,0,1,2,0,0,1,2,0,0,0,1,0,2,2,2,2,0,0
127,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,1,1,1,0,0,0,1,1,2,2,2,2,0,1,0,0,1,0
128,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,1,0,1,1,1,2,2,2,0,1,0,0,1,1,2,0
129,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,0,0,1,6,3,0,1,0,1,0,1,1,2,2,2,1,1,2,0,1,0,2,1,0,2
130,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,0,0,1,6,3,0,1,1,2,1,2,1,0,1,1,2,1,2,1,1,1,0,1,0,1
131,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,1,1,2,0,0,0,0,2,1,1,1,2,2,0,1,0,2
132,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,2,0,2,1,2,2,0,1,2,0,0,0,1,0
133,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,0,1,2,2,2,0,1,2,0,1,0,2,2,0,2,2,2,0
134,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,0,0,1,1,0,1,0,1,2,2,2,0,2,0,0,2,1,2
135,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,1,1,0,1,2,2,2,2,1,1,2,2,2,1,2,0,1,1
136,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,0,2,1,0,0,2,1,2,2,0,0,2,1,1,0,1,1
137,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,0,0,1,1,0,0,2,0,2,2,0,0,2,1,2,0,2
138,0,0,2,0,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,1,0,2,0,2,0,2,1,0,2,2,2,1,0,0,0,1,2
139,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,2,2,2,2,1,1,0,0,2,2,1,2,1,0,1,0,1
140,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,1,0,2,0,2,1,0,2,1,2,1,0,0,1,1,2,1,0
141,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,2,2,0,0,0,1,0,2,1,2,2,0,0,1,1,0,1,2
142,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,1,1,2,1,1,1,2,0,1,1,0,1,0,0,0,2,0
143,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,0,2,0,1,1,0,1,1,2,0,2,0,0,1,2,0
144,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,2,1,2,2,1,0,2,1,2,0,1,1,1,0,2,2,0
145,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,0,1,6,3,0,1,0,1,2,0,2,2,1,1,0,0,1,1,1,0,0,1,0,1
146,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,0,2,0,0,2,2,1,2,1,0,1,1,0,0,0,1,1,0
147,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,1,2,2,1,1,2,2,0,1,0,2,0,0,2,0,0
148,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,1,2,1,2,1,2,1,2,2,0,1,0,1,2,2,2
149,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,2,1,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,2
150,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,1,2,0,0,0,1,2,2,2,2,1,1,1,0,2,1
151,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,0,1,1,0,0,2,2,0,1,0,2,2,0,0,2,1,0,2
152,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,1,0,2,1,1,2,1,1,1,1,0,2,0,0,2,1,2
153,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,2,1,1,2,2,1,0,1,1,1,0,1,2,0,0,2
154,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,0,2,2,0,0,0,0,0,1,1,2,0,0,1,0,2,2
155,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,0,1,2,0,1,0,0,1,2,0,1,2,0,0,0,0,1,1
156,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,2,2,0,0,1,0,0,0,2,0,0,0,2,2,1,0,2,2
157,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,0,0,5,3,7,0,1,2,1,1,1,1,2,2,1,2,1,1,0,1,2,1,0,0,0
158,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,2,2,0,1,2,0,0,1,2,0,2,2,0,0,2,2,2,2
159,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,0,0,1,1,1,2,1,1,2,1,0,0,2,1,2,0,1
160,0,0,2,3,4,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,2,1,3,1,5,1,2,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,2,0,1
161,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,2,0,0,0,0,1,1,0,2,1,0,1,1,2,0,1,2
162,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,1,2,2,1,0,2,1,0,1,1,1,0,0,0,0,0,0
163,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,2,1,2,0,2,0,1,1,0,0,0,1,1,1,2,1,2
164,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,2,1,0,2,2,2,1,1,2,2,2,0,2,1,1,2
165,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,0,0,2,1,2,1,0,0,2,2,2,1,0,2,2,1,2,1
166,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,2,1,2,1,2,0,1,1,2,2,0,1,0,1,2,2,1,1,0,0,1
167,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,0,1,2,1,2,2,0,0,1,1,1,2,1,2,1,0,0
168,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,2,2,2,1,1,2,0,1,1,2,1,2,0,2,1,2,0
169,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,1,2,0,2,0,1,2,0,1,2,0,2,2,2,2,0,0
170,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,1,1,0,2,1,2,0,1,0,2,1,1,0,1,2,2
171,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,1,1,1,0,0,2,0,0,1,2,2,0,0,1,0,2
172,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,1,2,1,0,0,1,2,2,0,1,0,2,1,1,1,1,0,0
173,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,0,0,0,2,0,0,0,1,0,1,1,0,2,0,2,2
174,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,0,0,0,2,0,1,2,1,0,0,2,0,2,1,1,2
175,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,2,2,2,0,1,0,1,2,1,2,2,2,0,0,0,2
176,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,2,1,2,2,0,2,2,1,0,2,2,2,2,2,1,2,0
177,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,1,0,2,2,0,2,0,0,1,0,1,2,1,1,1,2,1,0
178,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,2,1,2,2,2,1,1,2,2,1,2,0,2,0,1,0,0,1,0,1,2
179,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,2,0,2,0,0,0,0,2,0,0,1,1,0,1,1,0,1,1
180,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,2,1,3,1,5,1,2,1,2,1,1,2,0,0,1,0,2,1,1,0,0,0,1,2,2
181,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,0,1,6,3,0,1,2,2,0,0,0,2,0,1,0,2,2,1,1,0,1,1,0,1
182,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,2,2,2,0,1,2,2,2,0,1,2,1,0,2,1,1
183,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,0,0,2,0,0,1,1,1,1,1,2,1,2,0,1,2,0
184,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,2,2,0,1,1,2,2,1,0,2,1,2,2,2,1,1,2,1
185,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,2,1,0,0,2,0,1,2,2,1,0,0,0,0,0,0,0,0
186,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,0,1,1,2,1,2,2,0,0,0,2,2,2,1,0,0,1
187,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,0,0,0,2,0,1,1,0,1,2,1,1,0,1,1,2,2
188,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,1,2,2,2,1,0,1,1,2,1,0,1,1,0,2,1,0
189,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,0,1,2,2,2,0,2,0,2,1,0,2,1,1,1,2,1,0
190,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,6,3,0,1,2,2,1,0,1,2,2,2,0,2,2,0,0,1,2,2,2,1
191,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,2,1,0,2,1,0,1,2,2,0,2,2,1,0
192,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,0,2,2,1,2,0,1,0,1,0,1,1,2,2,0,1,1,2
193,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,6,3,0,1,0,2,0,2,2,2,0,0,2,2,0,0,1,0,2,1,2,0
194,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,0,1,2,1,2,1,0,1,2,2,0,1,1,0,2,1,0
195,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,0,2,0,2,1,1,1,2,0,0,1,0,2,1,1,2,1
196,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,2,2,0,1,1,2,0,1,2,0,0,2,1,0,0,1,2
197,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,0,2,1,2,1,0,1,0,1,1,1,2,0,2,0,1,1,1
198,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,1,2,1,0,1,0,0,0,1,0,1,2,0,1,1,1,2
199,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,0,5,4,1,2,0,2,0,2,0,0,1,0,0,2,0,1,0,0,2,0,0,0
200,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1,0,2,1
201,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,0,1,2,1,0,0,1,1,1,2,1,0,0,2,1,2,1,0
202,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,1,2,1,0,0,0,2,0,2,0,0,1,0,0,2,0,2
203,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,2,2,2,2,0,1,2,2,2,2,1,2,0,2,0,0,0
204,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,2,0,0,0,1,1,0,1,1,0,2,1,1,0,0,2,2,0
205,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,1,0,2,0,1,2,0,2,1,2,2,2,1,0,0,1,1
206,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,2,1,2,1,2,2,0,2,0,1,0,2,2,2,0,2
207,0,0,2,0,0,3,2,6,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,0,2,1,2,2,2,2,2,0,2,2,1,0,2,0,2,2,0
208,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,1,1,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1
209,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,1,2,2,2,0,1,0,2,2,1,0,0,2,0,1,1
210,0,0,2,0,0,3,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,0,1,2,0,2,1,0,2,0,1,2,2,2,1,2,1,1,0
211,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,0,0,0,1,0,0,1,2,0,2,2,1,1,2,2,0,0
212,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,1,1,1,0,0,2,0,0,1,1,0,1,0,1,2,2,2
213,0,0,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,1,2,1,3,1,5,1,2,2,2,0,2,0,2,1,1,2,2,2,0,0,0,2,0,0,1
214,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,2,2,2,1,1,2,1,2,2,1,2,0,2,1,2,1,0,1
215,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,2,2,1
216,0,0,2,3,4,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,0,5,4,1,2,1,0,0,1,2,0,2,0,1,1,1,1,1,0,2,0,1,2
217,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,1,2,2,2,2,1,1,0,2,0,1,1,1,0,0,0,2
218,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,2
219,0,0,2,3,4,2,6,5,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,1,3,3,0,5,4,1,2,0,0,2,2,2,1,2,1,0,2,2,1,0,2,2,1,1,1
220,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,2,1,1,1,1,0,1,0,2,2,2,1,1,2,1,1,1
221,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,2,1,2,0,1,0,2,2,1,2,1,2,0,2,0,2,0
222,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,0,2,1,0,1,1,1,1,2,2,1,0,1,0,0,0
223,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,0,1,2,2,0,1,0,0,2,2,2,2,0,1,2,0,1,2
224,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,1,0,2,0,1,0,2,1,2,1,0,2,0,0,2,1,2,2
225,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,2,2,2,0,0,1,1,1,0,2,0,1,2,1,1,1,2
226,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,2,1,1,1,2,2,2,1,2,0,0,0,1,0,1,1,1,2
227,0,0,1,2,2,4,3,1,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,2,2,0,2,1,2,1,2,1,0,1,1,1,2,1,2,1,2
228,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,0,0,1,2,2,1,0,1,1,2,0,2,2,1,2,1,2
229,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,2,1,1,2,0,1,2,1,0,0,2,1,0,1,0,2,2,0
230,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,2,1,1,0,1,2,2,2,1,2,0,0,2,1,0,2
