,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18
111,0,1,0,3,1,1,0,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,2,2,4,6,6,1,0,2,0,0,2,1,1,2,2,0,2,0,2,1,2,1,2,2,2
112,0,1,0,1,2,3,3,5,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,4,2,0,3,1,0,0,1,1,0,1,1,2,1,1,1,0,0,0,1,2,0,1,1
113,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,2,2,4,6,6,1,0,0,0,2,0,0,0,1,0,1,0,2,1,2,1,1,1,2,2
114,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,1,0,1,0,1,0,1,1,0,2,0,0,2,0,1,0,2,2
115,0,0,1,0,4,0,6,3,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,1,0,5,5,5,0,2,2,2,0,0,2,0,1,2,2,0,0,2,2,0,0,0,1,0
116,0,1,0,3,1,1,0,2,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,2,2,2,2,1,2,1,0,1,1,2,2,0,0,2,0,0,2
117,0,1,2,2,3,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,3,2,7,0,-1,1,0,2,0,0,2,1,1,2,2,1,1,2,0,0,1,2,2
118,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,2,0,2,1,2,1,1,1,2,1,1,2,1,1,0,2,1,0,0,0,2
119,0,0,2,2,3,4,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,1,2,0,2,2,1,2,0,1,0,0,2,0,0,0,1,2,0,0,1,2,1
120,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,0,5,5,2,0,2,1,1,0,1,1,0,1,0,1,2,0,2,2,0,2,0,1,1
121,0,0,1,0,4,0,6,3,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,3,1,1,3,1,0,-1,2,1,2,0,0,2,1,2,1,1,0,0,0,2,0,2,0,2
122,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,3,1,1,3,1,0,1,2,0,1,1,2,2,1,0,1,0,0,0,1,2,1,2,0,1
123,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,2,0,2,0,2,1,2,1,2,1,2,2,1,1,1,1,0,2
124,0,0,1,0,4,0,6,3,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,1,0,5,5,5,0,2,0,1,1,0,0,0,2,1,1,0,1,1,0,2,1,0,2,2
125,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,0,2,1,2,0,1,0,2,1,0,1,0,1,2,2,1,2,2,0,2
126,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,3,1,1,3,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,2
127,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,2,0,2,2,2,2,0,2,1,2,0,0,1,1,0,2,1,2
128,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,2,0,2,2,1,1,2,1,0,1,2,1,1,2,2,1,2,0
129,0,0,1,0,4,0,6,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,3,1,1,3,1,0,1,0,2,0,1,1,1,1,2,1,0,1,2,0,2,2,0,0,2
130,0,1,2,1,3,2,2,0,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,0,0,3,0,1,4,1,2,1,2,0,2,0,0,0,0,0,2,0,2,2,1,1,2,0,2
131,0,0,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,3,1,3,2,7,0,1,1,2,0,1,2,1,1,0,0,0,2,0,1,2,2,2,0,0
132,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,1,0,0,1,0,2,0,2,1,1,0,0,1,2,1,0,0,1
133,0,0,2,2,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,1,2,0,1,0,1,1,2,0,0,2,1,2,2,1,1,1,1,1
134,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,2,4,2,0,0,1,0,0,2,0,2,0,0,2,1,2,2,1,0,2,1,1,0,2,1
135,0,0,2,2,3,4,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,1,2,0,2,2,2,0,1,2,1,0,0,0,1,2,0,2,2,0,1,2,0
136,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,0,2,1,1,2,1,2,2,0,2,1,2,0,0,2,0,0,0
137,0,1,0,1,2,3,3,5,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,4,2,0,3,1,0,2,0,2,1,0,1,0,2,1,2,0,0,1,2,0,1,1,2
138,0,0,1,0,4,0,6,3,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,1,0,5,5,5,0,2,1,2,2,2,1,2,2,1,0,2,0,1,1,2,0,0,0,0
139,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,1,2,1,0,1,0,2,0,2,1,2,2,0,2,1,1,1,2
140,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,3,1,1,3,1,0,1,0,2,0,2,0,0,1,2,0,0,0,1,0,2,0,1,0,1
141,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,2,2,2,1
142,0,0,1,0,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,1,0,5,5,5,0,2,1,2,0,1,1,1,1,0,2,2,0,2,0,1,1,1,0,2
143,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,1,2,0,2,2,0,1,0,1,2,0,1,2,2,2,1,0,1
144,0,0,1,0,0,5,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,3,1,3,2,7,0,1,1,2,2,0,2,1,2,0,2,0,2,2,1,0,0,2,1,0
145,0,0,2,2,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,1,0,2,1,0,2,1,1,1,2,2,1,0,1,1,1,1,1,1
146,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,2,4,0,1,0,2,2,2,2,2,0,2,2,1,1,2,2,1,1,0,2,1,1
147,0,0,2,2,3,2,2,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,0,2,2,0,2,0,2,2,2,2,1,0,2,1,2,0,2,0,0,1
148,0,0,1,0,4,0,6,1,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,1,0,5,5,5,0,2,2,2,1,1,0,2,0,0,0,1,1,2,0,0,0,0,2,2
149,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,3,1,1,3,1,0,1,0,0,0,2,2,2,1,2,1,0,0,0,2,2,0,1,0,1
150,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,2,0,2,2,2,2,1,2,1,0,1,2,1,2,1,0,1,2
151,0,0,1,0,0,5,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,3,1,3,2,7,0,1,1,1,1,2,2,0,1,1,0,0,0,1,0,2,2,0,2,1
152,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,0,5,5,2,0,2,2,2,1,2,2,0,2,2,0,0,1,1,2,1,2,1,0,2
153,0,1,2,2,3,2,2,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,1,2,2,2,2,1,2,0,1,2,2,2,2,0,2,1,0,2,0,2
154,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,2,2,2,1,2,1
155,0,0,1,0,0,4,4,1,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,1,0,5,5,5,0,2,1,0,0,2,1,2,0,0,2,1,2,1,0,1,1,0,0,1
156,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,0,1,2,1,1,1,0,0,2,0,1,2,2,2,2,1,0,2
157,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,0,1,0,2,1,2,1,1,0,2,2,1,1,0,0,2,1,2
158,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,2,1,1,0,1,1,1,1,1,0,2,1,2,0,0,1,2,0
159,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,2,1,1,1,0,1,1,1,0,1,1,1,2,0,2,1,0,2
160,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,2,0,0,0,2,0,2,0,2,0,1,1,2,0,0,2,1,1
161,0,0,2,2,3,4,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,1,3,0,1,2,0,2,2,2,0,1,0,1,1,0,0,0,2,1,1,2,1,1,1,1
162,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,3,2,7,0,1,2,1,0,2,1,2,0,0,1,0,0,0,2,2,2,1,1,2
163,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,5,5,0,2,2,0,0,0,2,2,2,0,2,1,2,0,2,2,1,1,2,0
164,0,1,0,3,1,1,0,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,2,2,4,6,6,1,0,2,1,2,2,2,0,1,0,0,1,2,0,0,2,0,1,2,0
165,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,2,1,0,0,0,2,2,0,2,1,1,0,1,0,0,0,1,2
166,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,1,1,1,2,2,1,0,1,0,2,0,2,0,2,2,1,1,0
167,0,0,2,2,3,5,5,4,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,1,2,2,1,0,2,1,2,1,1,0,1,2,2,0,2,0,2,2
168,0,1,0,3,1,1,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,2,2,4,6,6,1,-1,1,2,0,1,0,2,1,2,0,0,1,0,1,0,0,1,1,1
169,0,0,1,0,4,0,6,1,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,1,0,5,5,5,0,2,1,0,2,2,0,0,0,0,1,2,0,1,0,1,2,0,0,1
170,0,0,1,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,3,2,7,0,1,1,2,2,1,1,2,1,1,2,2,2,1,1,0,0,2,0,0
171,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,2,0,1,0,0,2,0,0,0,0,2,0,0,1,0,1,2,1
172,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,3,1,1,3,1,0,1,0,2,0,2,2,1,2,2,0,0,2,0,1,1,1,1,0,0
173,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,0,0,0,2,1,1,2,1,0,1,0,0,0,2,0,0,2,1
174,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,0,1,0,0,2,2,2,0,0,0,0,2,1,1,1,2,1,1
175,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,2,0,2,2,2,1,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0
176,0,1,2,2,3,2,2,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,1,2,2,2,2,2,0,2,0,2,1,0,2,2,0,0,0,2,2,2
177,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,5,5,0,2,2,1,0,2,0,2,2,1,1,2,1,2,1,2,0,0,2,0
178,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,0,4,2,0,3,1,0,2,2,0,2,0,0,1,2,2,1,0,0,2,0,1,1,2,0
179,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,0,1,0,1,0,0,2,0,1,2,1,0,0,2,2,0,2,0
180,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,2,0,2,1,2,1,1,2,2,2,1,2,2,0,2,0,1,1,0,0,2
181,0,0,1,0,4,0,6,1,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,1,0,5,5,5,0,2,0,2,2,0,0,2,1,0,1,0,0,1,1,2,1,0,0,0
182,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,1,1,0,1,2,2,2,2,2,0,0,1,0,2,0,2,1,2
183,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,3,1,1,3,1,0,1,0,2,0,1,1,2,2,0,1,2,2,1,2,1,0,0,0,0
184,0,0,2,2,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,1,0,1,1,1,1,1,2,1,0,0,1,0,2,1,2,1,1,0
185,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,3,1,1,3,1,0,1,1,0,0,0,0,0,0,2,2,0,1,1,1,0,2,0,2,0
186,0,0,2,2,0,5,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,1,1,2,0,0,0,1,1,2,2,0,1,0,1,2,1,0,0,1
187,0,0,1,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,3,1,3,2,7,0,1,1,2,1,1,2,2,1,0,0,1,0,2,1,0,2,1,1,2
188,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,1,1,1,0,2,0,0,2,2,2,2,0,1,2,0,1,1,1
189,0,0,1,0,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,1,0,5,5,5,0,2,0,2,1,0,2,1,2,1,2,2,1,2,2,0,2,2,2,1
190,0,0,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,3,1,3,2,7,0,1,0,0,0,2,1,0,2,2,0,1,0,0,0,2,0,1,0,2
191,0,0,2,2,0,4,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,1,3,0,1,2,0,2,1,2,1,2,1,0,0,2,2,1,1,2,0,2,2,0,1,2
192,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,0,5,5,2,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0
193,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,3,1,1,3,1,0,1,1,0,0,1,0,1,2,1,1,1,2,1,2,2,0,1,1,1
194,0,0,1,0,4,0,6,3,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,1,0,5,5,5,0,2,0,1,2,2,0,2,0,0,0,2,2,0,1,1,1,1,1,2
195,0,0,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,3,1,3,2,7,0,1,2,0,0,0,1,2,0,2,1,0,1,0,0,0,2,2,2,1
196,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,0,5,5,2,0,2,2,1,0,1,0,1,2,0,1,1,1,0,2,2,2,0,0,1
197,0,0,1,0,4,0,6,1,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,1,0,5,5,5,0,2,1,1,0,2,0,1,2,2,1,0,0,0,0,2,2,2,0,2
198,0,0,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,1,1,3,1,3,2,7,0,1,1,1,2,0,0,1,1,1,0,0,2,1,2,0,2,1,1,2
199,0,0,2,2,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,1,0,0,1,1,2,1,2,0,2,1,0,1,1,2,0,0,2,2
200,0,0,2,2,3,2,2,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,0,2,0,0,1,0,0,0,0,1,0,2,2,2,0,0,0,1,0,1
201,0,0,1,0,4,4,4,1,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,1,0,5,5,5,0,2,2,0,1,2,2,0,1,1,1,0,1,2,1,2,0,0,2,1
202,0,0,1,0,4,0,6,3,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,1,0,5,5,5,0,2,0,0,2,2,2,1,0,0,2,2,2,1,0,0,2,2,0,2
203,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,2,0,2,0,2,2,0,1,2,2,0,0,1,1,0,0,0,1,0,2,1
204,0,0,2,1,2,3,5,4,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,2,0,4,2,0,3,0,0,2,2,1,1,2,0,2,0,0,1,2,1,2,0,1,2,2,0
205,0,0,2,2,3,2,2,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,0,2,0,1,1,1,1,0,1,0,2,1,2,1,1,2,1,2,1,1
206,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,5,5,0,2,2,0,1,2,1,2,0,0,0,2,0,2,2,0,0,2,0,1
207,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,0,0,2,2,0,1,1,1,0,1,2,2,1,1,0,0,2,2
208,0,0,1,0,0,5,1,7,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,3,1,3,2,7,0,1,0,0,2,0,1,2,0,2,2,1,2,0,1,1,2,1,1,0
209,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,2,1,1,0,2,1,2,0,0,0,1,2,0,1,2,2,0,1
210,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,2,1,2,0,2,0,1,0,1,0,2,2,1,2,2,0,2,0
211,0,0,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,3,1,3,2,7,0,1,0,0,2,2,1,2,2,0,0,0,0,1,1,0,2,2,0,1
212,0,0,1,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,3,2,7,0,1,2,1,2,0,2,0,0,0,2,2,2,1,0,1,0,2,1,0
213,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,2,2,4,6,6,1,0,0,1,0,0,1,1,1,2,0,2,1,1,0,1,2,0,0,0
214,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,2,2,4,4,0,1,0,1,2,1,0,2,2,1,0,0,0,2,1,2,0,0,2,0,0
215,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,5,5,0,2,2,2,1,1,0,2,0,1,0,1,0,1,0,1,1,2,0,2
216,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,2,1,2,0,0,0,2,2,0,0,0,0,2,0,0,1,2,2
217,0,1,2,2,3,2,2,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,3,0,1,4,0,2,1,0,0,2,0,2,2,2,2,0,1,2,0,1,2,1,0,1
218,0,0,2,2,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,0,5,5,5,0,2,2,1,1,1,1,1,0,2,1,2,1,1,2,0,0,0,0,0
219,0,0,1,0,0,5,1,7,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,1,3,1,3,2,7,0,1,2,2,2,0,1,1,0,1,0,2,0,1,1,1,2,2,0,2
220,0,0,1,0,4,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,3,1,1,3,1,0,1,1,0,0,0,1,2,2,2,2,2,1,1,2,0,2,0,0,2
221,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,1,3,1,0,1,1,1,0,1,0,1,2,2,0,0,0,0,2,1,0,2,1,1
222,0,0,2,2,3,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,1,3,0,1,2,0,2,2,0,1,0,2,0,1,1,0,2,1,1,2,1,0,0,1,0
223,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,2,0,1,2,0,0,0,1,0,0,1,0,1,1,0,2,2,1
224,0,0,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,3,1,3,2,7,0,1,2,0,2,1,0,1,1,1,0,1,0,0,2,0,2,0,2,1
225,0,0,1,0,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,3,1,1,3,1,0,1,2,2,1,2,2,1,2,2,0,1,0,0,2,1,1,2,0,0
226,0,0,1,0,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,1,0,5,5,5,0,2,2,2,0,2,0,2,0,2,0,2,2,0,1,0,2,2,0,1
227,0,0,2,2,3,2,5,4,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,0,1,3,2,7,0,-1,2,0,1,2,0,1,0,2,0,0,1,2,0,1,1,2,1,1
228,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,2,2,4,6,6,1,0,0,2,0,2,0,0,1,2,2,2,1,0,2,2,2,1,0,0
229,0,0,1,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,3,1,3,2,7,0,1,2,0,2,2,0,1,1,0,1,0,2,1,1,1,1,1,1,2
230,0,1,0,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,4,2,0,3,1,0,2,1,0,0,1,0,2,2,2,2,0,2,0,2,1,2,1,1
