,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24
98,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,2,3,2,2,2,1,2,0,2,1,2,1,1,0,0,2,2,0,0,2,2,0,2,1,2,2,0,2,0,2,2
99,0,1,1,0,2,0,1,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,-1,2,1,1,1,2,1,2,0,2,0,2,0,1,1,0,1,1,1,1,0,1,0,1,1
100,0,0,0,1,4,4,0,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,-1,2,2,2,2,2,2,1,1,0,0,1,2,0,1,2,2,2,0,2,2,1,1,2,1
101,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,0,1,0,1,2,2,2,2,0,1,1,0,2,1,0,0,0,0,1,2,2,2,1,1
102,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,1,2,0,2,2,0,0,1,2,0,1,2,1,1,0,2,0,2,0,0,1,0,0,0
103,0,1,1,0,2,0,1,2,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,-1,2,2,0,0,2,2,2,2,1,1,0,2,2,1,1,0,0,2,1,0,2,2,0,0
104,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,6,7,0,0,1,0,1,1,2,0,2,2,0,0,1,1,0,0,0,1,1,2,1,2,2,1,0,1
105,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,0,2,1,0,0,0,2,0,0,0,1,2,1,1,1,1,0,1,1,2,1,1,2,0
106,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,0,1,1,2,0,2,0,1,0,1,2,2,2,0,2,0,0,1,2,2,2,1,0,0
107,0,1,2,3,3,5,4,6,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,2,1,4,5,0,2,1,0,2,0,1,2,2,2,0,0,2,2,2,2,1,0,2,2,1,0,0,0,2,1,2
108,0,1,2,2,0,2,2,7,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,4,0,1,4,2,1,0,0,2,1,0,0,1,1,1,1,1,1,1,1,1,2,2,0,0,0,2,1,0,0
109,0,0,0,3,3,5,4,6,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,1,2,1,4,5,0,1,1,1,2,0,2,0,2,2,2,1,0,2,2,1,0,2,2,0,0,2,2,0,1,0,1
110,0,1,2,2,0,2,2,7,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,4,0,1,4,2,1,0,0,1,0,2,2,0,1,2,2,1,1,2,2,0,2,1,2,2,0,0,0,1,0
111,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,3,3,0,-1,0,2,0,1,1,0,2,2,2,1,0,2,2,1,1,0,1,0,0,1,1,1,1,2
112,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,6,7,0,0,0,1,1,0,0,2,1,0,2,2,0,2,0,0,0,2,0,2,2,1,1,0,2,0
113,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,3,3,0,0,2,0,0,0,2,1,1,0,0,1,1,1,1,0,0,2,1,0,2,0,2,2,0,1
114,0,1,2,3,3,2,2,7,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,4,4,5,0,2,1,0,1,2,1,0,2,1,0,1,1,1,2,0,1,2,1,2,2,1,0,0,2,1,0
115,0,0,0,1,1,1,5,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,2,3,2,2,2,1,-1,2,2,0,0,0,2,2,2,2,1,0,2,0,0,0,2,0,1,0,1,1,1,0,1
116,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,-1,0,1,1,1,1,2,2,2,2,0,2,0,0,0,0,2,0,1,2,0,0,2,0,1
117,0,0,0,1,4,4,4,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,1,1,1,0,5,0,1,1,-1,2,1,2,1,0,0,1,0,0,0,2,2,1,0,2,0,0,0,2,2,0,2,1,2
118,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,1,1,2,0,2,1,1,1,2,1,2,2,1,2,2,1,1,2,0,1,0,1,2,2,0,0,2
119,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,1,1,2,1,1,2,0,0,1,0,0,2,1,0,2,1,0,2,1,0,0,1,1,2,1,1,1
120,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,0,0,1,1,2,1,2,0,1,1,2,2,1,2,1,1,1,0,0,0,1,0,1,0
121,0,1,2,2,0,3,3,4,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,3,4,0,1,4,2,-1,0,2,1,0,0,0,2,2,0,0,1,0,0,1,2,2,1,1,2,2,2,2,1,1
122,0,1,2,2,0,2,2,7,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,4,0,1,4,2,1,1,2,0,0,2,1,1,0,2,1,0,0,1,0,2,2,0,2,1,1,1,0,0,0
123,0,1,2,2,0,2,3,3,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,3,4,0,1,4,2,1,0,0,1,2,2,2,1,1,0,1,2,1,0,0,1,0,1,2,0,2,0,0,1,1
124,0,0,0,1,1,1,5,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,2,3,2,2,2,1,-1,1,0,1,0,0,1,2,0,1,0,0,1,0,1,2,2,2,1,0,2,1,0,0,0
125,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,2,0,2,0,0,0,0,1,0,0,2,0,1,2,1,2,0,2,0,1,1,1,2,1
126,0,1,2,3,3,2,2,7,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,4,0,1,4,2,1,0,1,2,2,0,1,0,0,2,0,1,0,0,0,1,2,1,2,0,0,0,2,0,2
127,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,2,0,2,0,2,2,1,2,1,2,0,2,2,2,0,1,0,1,0,1,1,2,0,2
128,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,3,3,0,0,2,0,0,2,2,2,0,0,0,1,1,0,0,1,2,2,2,1,1,1,0,1,2,1
129,0,1,2,2,0,3,3,4,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,4,0,1,4,2,-1,1,2,0,2,0,0,1,0,2,1,2,0,0,1,0,0,1,2,0,1,2,1,0,2
130,0,0,0,1,4,4,0,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,1,1,-1,2,1,2,2,2,1,1,1,0,1,0,1,1,2,2,1,2,0,1,1,1,2,0,0
131,0,1,2,3,3,2,6,0,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,0,2,3,1,4,5,0,2,1,2,1,0,0,2,1,2,2,0,2,0,2,0,2,2,1,2,2,1,0,1,2,1,2
132,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,0,2,2,0,1,2,2,2,2,1,2,1,0,2,2,1,0,0,2,0,1,2,1,1
133,0,0,0,1,1,1,5,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,2,3,2,2,1,1,-1,0,2,1,2,2,2,2,1,0,1,0,2,2,2,2,0,2,0,0,1,1,1,2,1
134,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,1,0,0,2,0,1,2,2,1,2,1,0,2,2,0,0,1,0,2,0,2,2,1,2
135,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,0,0,2,1,2,0,2,1,1,1,0,0,2,1,0,1,2,2,1,0,1,1,0,2
136,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,2,0,0,2,0,2,1,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0
137,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,6,7,0,0,0,0,0,2,0,2,2,2,1,0,0,1,2,0,1,0,0,2,1,0,0,1,0,1
138,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,1,2,3,2,2,2,1,-1,0,0,1,1,1,1,0,2,2,2,2,2,1,1,1,0,1,0,0,0,0,2,0,2
139,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,0,2,2,1,1,1,1,0,2,0,2,2,0,0,0,1,1,0,1,1,1,2,2,1
140,0,1,2,2,0,3,3,4,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,4,0,1,4,2,1,1,0,2,0,2,2,2,1,2,1,0,1,1,0,0,2,0,2,1,2,1,2,2,2
141,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,2,0,0,0,2,2,1,2,1,1,1,0,0,0,0,0,1,1,2,0,2,1,0,2
142,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,2,3,2,2,2,1,2,0,1,1,0,2,0,2,1,2,0,0,1,2,2,2,2,0,1,1,0,2,0,0,1
143,0,1,2,2,0,2,3,3,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,3,4,0,1,4,2,1,1,2,0,2,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,1,0,1,0
144,0,1,2,3,3,2,2,7,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,2,1,4,5,0,2,1,1,0,2,2,1,2,1,2,2,1,2,1,1,0,2,2,2,0,0,2,2,2,1,1
145,0,1,1,3,3,5,6,0,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,2,1,4,5,0,2,1,2,0,2,1,0,0,0,1,0,2,2,2,2,0,2,1,0,2,0,1,1,2,1,1
146,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,6,7,0,0,2,2,0,1,0,1,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0
147,0,0,0,1,4,4,0,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,-1,0,2,2,2,1,0,2,0,1,1,1,2,2,0,1,1,2,1,2,2,0,1,2,0
148,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,-1,2,0,0,2,0,0,0,2,2,0,1,2,1,2,2,1,0,1,1,1,0,0,2,1
149,0,1,2,2,0,3,3,4,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,4,0,1,4,2,-1,1,0,1,1,2,1,1,0,0,1,0,1,0,2,2,1,1,2,0,1,1,2,2,1
150,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,6,7,0,0,1,2,1,2,2,2,2,1,2,0,0,0,1,0,1,1,2,2,1,1,1,2,2,2
151,0,1,2,3,3,2,6,0,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,2,1,4,5,0,2,1,1,2,1,0,0,2,0,0,1,1,1,2,1,2,2,0,2,2,1,2,0,2,2,1
152,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,2,3,2,2,2,1,2,2,2,1,2,0,0,1,2,0,1,0,2,2,2,0,1,0,1,2,1,2,0,0,0
153,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,0,1,2,1,1,2,0,1,0,0,2,1,0,0,2,1,1,2,0,0,0,1,0,1
154,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,1,1,0,0,1,0,1,2,0,2,0,0,0,1,1,0,0,2,1,1,2,1,0,0
155,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,2,3,2,2,2,1,-1,1,1,0,1,2,2,0,2,1,2,1,2,0,0,2,1,1,1,1,2,1,2,0,0
156,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,2,2,2,0,2,2,0,2,0,1,1,0,1,0,2,0,1,0,1,0,0,0,2,2
157,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,1,2,1,1,2,2,2,2,2,0,1,0,0,1,1,2,0,1,0,0,2,2,0,2
158,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,-1,1,1,1,0,0,0,1,2,0,2,1,2,0,1,1,2,0,1,0,0,0,0,1,2
159,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,0,0,1,1,2,0,0,0,1,0,2,2,1,2,1,1,1,0,1,2,1,1,2,0
160,0,1,2,2,0,3,3,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,2,3,4,0,1,4,2,1,0,1,2,1,2,0,2,0,0,0,0,1,0,1,2,0,2,2,1,2,2,0,0,1
161,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,1,1,2,0,0,1,0,2,2,1,2,2,1,1,2,0,1,1,1,2,0,2,0,2,1,0,0
162,0,1,2,3,3,2,2,7,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,4,4,5,0,2,1,2,2,1,1,1,1,0,1,1,0,2,0,2,0,2,1,2,2,0,0,2,0,1,2
163,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,2,3,2,2,2,1,2,0,1,0,1,0,2,2,0,1,1,0,1,2,1,2,2,2,0,2,0,1,2,0,2
164,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,3,3,0,0,0,1,1,0,1,2,0,0,1,2,0,2,2,1,2,1,1,1,2,2,2,1,2,2
165,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,2,0,1,0,1,1,2,2,2,1,1,0,2,2,1,0,1,0,1,0,0,1,1,2
166,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,1,0,0,1,0,2,2,1,1,0,2,0,0,2,0,2,0,0,0,0,1,1,1,2
167,0,1,1,3,3,5,4,6,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,2,1,4,5,0,2,1,0,2,2,2,1,1,2,1,0,2,0,1,0,1,2,0,1,2,1,2,1,0,0,1
168,0,1,1,0,2,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,3,6,7,0,-1,0,1,2,0,2,0,1,0,2,0,2,1,1,1,1,1,0,1,2,1,2,0,1,1
169,0,0,0,1,1,1,5,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,2,3,2,2,2,1,-1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,2,1,0,1,2,0,2
170,0,0,0,3,1,1,5,5,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,1,1,2,3,2,2,2,1,-1,1,0,2,0,1,2,2,0,0,2,2,0,1,2,1,1,0,2,2,1,2,1,1,2
171,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,2,1,2,2,0,1,2,1,0,1,2,2,2,1,2,0,2,2,0,2,2,1,1,1
172,0,1,2,2,0,3,3,3,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,4,0,1,4,2,1,1,1,0,1,2,2,2,0,2,2,0,1,0,0,2,1,2,1,1,0,2,1,2,1
173,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,6,7,0,0,2,0,1,1,0,0,0,2,1,0,0,2,1,2,2,2,0,1,1,2,2,2,0,1
174,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,0,1,2,0,0,0,1,1,1,0,2,0,0,0,2,2,0,0,2,1,0,0,1,1,1
175,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,2,2,0,2,0,0,1,1,0,0,1,2,2,2,2,0,1,1,1,1,0,0,1,0
176,0,0,0,1,4,4,0,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,1,1,-1,0,2,2,2,0,1,0,2,1,0,0,0,1,2,1,1,1,0,2,0,1,2,0,0
177,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,2,3,2,2,2,1,2,2,1,1,2,0,1,0,0,1,0,2,2,0,2,2,1,0,2,1,2,1,0,1,1
178,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,2,1,2,0,2,0,2,2,2,2,1,0,1,0,1,0,0,0,0,2,0,1,2,2
179,0,1,2,2,0,2,2,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,4,0,1,4,2,1,0,1,0,0,1,1,2,0,0,0,1,1,1,1,2,2,1,0,1,1,0,1,1,2
180,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,2,3,2,2,1,1,2,0,1,2,2,2,2,0,1,1,1,2,0,2,1,0,2,2,1,1,2,1,2,2,2
181,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,-1,1,1,2,1,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,1,1
182,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,0,0,1,1,2,0,1,2,1,2,0,2,2,0,2,2,0,0,1,0,0,1,2,0,1
183,0,1,2,2,0,3,3,4,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,4,0,1,4,2,1,0,1,0,0,1,2,0,0,1,0,2,0,1,2,2,0,1,1,0,0,2,2,0,1
184,0,1,2,3,3,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,2,1,4,5,0,2,1,1,1,2,1,1,2,0,2,2,2,2,0,1,1,0,0,2,1,0,1,0,2,2,0
185,0,1,2,2,0,2,2,7,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,4,0,1,4,2,1,1,1,1,0,2,1,1,1,0,1,2,0,1,1,2,1,2,2,0,0,2,0,0,1
186,0,1,1,0,2,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,3,6,7,0,-1,0,1,1,0,1,0,0,1,0,1,0,0,2,2,2,0,1,2,1,1,1,0,2,1
187,0,0,2,3,3,5,2,7,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,1,2,3,4,5,0,2,-1,0,1,1,0,1,1,2,0,0,2,2,2,2,2,1,1,2,0,0,1,0,0,2,2
188,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,1,3,6,7,0,-1,0,2,1,0,2,1,1,1,2,1,2,1,0,1,2,2,1,2,2,2,0,2,1,1
189,0,0,0,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,-1,0,2,2,2,2,2,0,1,1,2,0,1,2,1,1,1,1,0,0,2,0,1,0,2
190,0,0,0,3,1,5,4,6,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,1,2,3,4,5,0,1,-1,2,0,0,1,1,2,2,1,2,2,1,0,1,1,1,1,0,2,0,2,0,0,0,2
191,0,0,0,1,1,1,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,2,3,2,2,1,1,-1,1,0,2,1,1,2,2,1,0,0,1,0,1,1,0,0,0,2,1,1,0,0,2,1
192,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,2,2,0,1,2,0,1,2,1,1,0,2,0,0,1,2,1,2,0,1,2,0,0,0,1
193,0,1,2,2,0,3,3,4,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,4,0,1,4,2,1,0,0,2,2,2,1,2,2,2,1,2,0,1,2,2,2,2,1,0,2,0,2,0,1
194,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,1,2,3,2,2,2,1,-1,0,1,1,1,2,2,0,1,1,1,0,0,1,1,0,1,2,2,2,0,1,1,2,2
195,0,1,2,3,3,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,2,1,4,5,0,2,1,1,1,0,0,1,1,1,0,0,0,2,1,2,2,0,0,2,1,1,2,0,1,2,0
196,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,2,1,2,1,0,0,2,0,0,1,1,0,2,0,1,1,2,2,2,1,1,2,2,1,1
197,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,-1,1,2,2,0,0,0,0,2,1,0,2,1,1,2,1,1,1,1,2,1,2,0,0,1
198,0,1,2,3,3,2,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,2,1,4,5,0,2,1,0,0,0,1,0,1,2,1,1,2,1,0,0,1,1,0,2,1,0,0,1,1,0,0
199,0,1,1,0,2,0,6,0,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,2,1,4,5,0,0,1,1,1,0,1,0,0,2,0,1,1,1,2,1,1,0,2,2,0,2,1,0,2,1,1
200,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,5,1,2,1,2,1,0,2,2,2,1,2,0,2,1,1,2,1,1,1,1,2,1,0,1,1,0
201,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,3,2,2,2,1,-1,0,2,2,0,0,0,2,1,1,1,2,1,0,1,0,0,1,1,0,2,1,2,1,1
202,0,0,0,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,1,2,3,2,2,2,1,-1,2,2,1,0,2,1,1,0,2,1,2,1,0,0,1,1,2,1,0,2,1,0,2,0
203,0,0,0,1,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,1,0,5,0,1,1,2,2,2,2,1,1,0,1,1,2,2,2,1,0,0,0,0,0,2,2,2,0,2,0,0
204,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,2,1,4,6,0,-1,0,1,0,0,1,1,0,0,2,1,2,1,0,1,0,1,1,0,1,2,2,2,2,2
