,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34
84,0,0,1,1,3,3,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,1,0,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
85,0,0,2,1,4,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,1,2,3,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1
86,0,1,0,2,1,4,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
87,0,1,1,2,1,4,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,4,2,2,3,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
88,0,0,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1
89,0,0,2,3,4,3,6,3,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,0,6,7,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
90,0,1,0,0,2,1,3,4,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,1,0,1,5,3,5,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
91,0,1,1,2,1,4,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
92,0,1,1,2,1,4,4,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
93,0,1,0,0,2,2,5,6,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,0,1,5,2,5,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0,1,0,2,2,2,5,6,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,1,3,4,2,2,5,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
95,0,1,1,2,3,0,4,1,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
96,0,0,2,1,4,3,6,3,-1,-1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,0,6,7,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1
97,0,1,0,0,2,2,5,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,0,1,0,4,0,6,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1
98,0,0,2,1,4,3,6,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,3,0,6,7,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1
99,0,1,0,0,2,2,5,6,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,0,1,5,2,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1
100,0,0,1,1,3,0,4,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,3,4,2,4,4,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1
101,0,0,1,1,3,3,1,2,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,1,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
102,0,0,2,1,4,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,3,0,6,4,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
103,0,1,0,0,2,1,3,0,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
104,0,0,2,3,0,1,2,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,0,1,5,3,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
105,0,1,0,2,1,4,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0
106,0,0,1,1,3,0,4,1,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
107,0,1,0,0,0,1,3,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,0,1,5,3,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1
108,0,0,2,3,4,5,6,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,1,2,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
109,0,1,1,2,1,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,4,2,4,3,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1
110,0,0,2,3,0,5,2,0,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,1,2,1,5,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
111,0,0,2,3,0,1,2,7,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,0,1,5,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
112,0,1,1,2,1,4,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,4,3,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1
113,0,0,2,3,0,5,2,7,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,0,1,0,1,5,3,2,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
114,0,1,0,0,2,2,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
115,0,1,0,0,2,2,5,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,1,0,4,0,6,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
116,0,1,1,2,1,0,4,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
117,0,0,2,3,4,5,2,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,1,2,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
118,0,1,0,0,2,2,5,4,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,0,1,5,2,5,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
119,0,1,0,0,2,2,5,6,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,4,2,2,5,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0
120,0,1,0,0,2,2,5,6,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,1,0,4,0,6,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
121,0,0,2,3,4,3,6,3,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,0,6,7,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1
122,0,1,1,2,1,4,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,4,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1
123,0,0,1,1,3,0,4,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,1,0,3,0,6,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
124,0,1,0,2,1,4,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
125,0,1,0,0,0,1,3,4,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,0,1,5,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0
126,0,0,2,1,4,3,6,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,3,0,6,7,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1
127,0,1,1,2,1,4,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
128,0,1,1,2,1,4,4,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
129,0,1,0,2,1,4,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
130,0,1,0,0,0,1,3,0,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,1,2,1,5,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
131,0,1,0,0,0,1,3,4,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,0,1,5,3,2,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
132,0,0,2,3,4,5,6,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,1,2,3,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
133,0,0,2,1,4,3,6,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,3,0,6,7,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
134,0,0,2,3,4,3,6,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,1,2,3,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0
135,0,1,0,0,0,1,3,0,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,1,2,1,5,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1
136,0,1,0,0,2,2,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
137,0,1,0,0,2,2,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
138,0,1,0,0,2,2,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
139,0,1,0,0,2,2,5,6,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,4,2,2,5,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
140,0,1,0,0,2,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,0,1,5,2,5,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
141,0,0,2,3,4,3,6,3,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,0,6,7,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
142,0,0,2,1,4,3,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,3,0,6,4,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1
143,0,0,2,3,0,5,2,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,0,1,5,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
144,0,1,0,0,0,1,3,0,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,1,2,1,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0
145,0,0,2,3,0,1,2,7,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,0,1,5,3,2,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0
146,0,0,2,1,4,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1
147,0,0,1,1,3,3,1,2,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,1,0,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
148,0,1,2,3,0,1,3,7,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,0,1,5,3,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1
149,0,0,2,3,0,1,2,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,0,1,5,3,2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1
150,0,1,1,2,1,4,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,4,2,4,3,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
151,0,1,1,2,1,0,4,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0
152,0,1,1,2,1,4,4,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,4,3,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0
153,0,0,2,3,0,1,2,0,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,0,1,2,1,5,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1
154,0,1,1,2,1,0,4,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,4,2,4,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
155,0,0,2,3,0,5,2,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,0,1,5,3,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
156,0,0,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,0,6,7,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
157,0,0,2,3,0,5,2,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,0,1,5,3,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
158,0,1,1,2,1,0,4,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
159,0,0,2,3,0,5,2,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,0,1,5,3,2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
160,0,0,2,3,4,5,2,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1
161,0,1,0,0,2,1,3,4,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,1,0,1,5,3,2,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
162,0,0,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,0,6,7,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
163,0,1,1,2,1,4,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1
164,0,1,0,0,0,1,3,4,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,0,1,5,3,2,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1
165,0,0,1,1,3,3,1,2,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,0,6,4,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
166,0,1,1,2,1,4,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,1,0,4,0,6,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
167,0,0,2,3,4,3,6,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,1,2,3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
168,0,0,2,3,0,1,2,0,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,0,1,2,1,5,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
169,0,1,0,0,2,1,3,0,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
170,0,1,0,0,2,2,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1
171,0,1,1,2,1,4,0,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,4,2,2,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0
172,0,1,0,0,2,1,3,0,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,1,2,1,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1
173,0,0,1,1,3,0,4,1,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,0,1,0,4,0,6,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1
174,0,1,0,0,0,1,3,0,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,1,2,1,5,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
