,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38
79,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,2,2,0,0,2,1,2,0,0,0,1,2,0,2,1,2,2,0,1,1,2,1,1,0,0,1,2,1,0,0,2,2,0,1,1,2,2,1
80,0,0,2,3,0,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,2,4,0,5,1,0,2,2,1,2,0,1,2,2,1,1,2,1,1,0,1,2,1,1,0,1,1,1,0,2,2,2,1,0,0,1,0,0,0,0,0,2,0,1,0
81,0,0,0,2,2,5,3,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,3,3,1,1,2,0,1,0,2,1,0,2,1,0,1,2,0,0,1,0,0,2,0,2,0,0,2,2,1,0,1,1,0,1,0,2,0,2,1,1,0,0,0,1,2
82,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,0,2,1,0,1,2,1,1,1,0,2,0,1,0,2,0,0,1,2,1,0,1,0,2,2,0,0,0,0,1,0,2,0,1,1,1,0,2
83,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,0,1,1,0,2,1,1,1,1,0,1,1,0,1,0,0,2,0,2,0,2,0,0,0,1,1,0,0,1,2,2,2,2,2,2,1,0,2
84,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,1,2,1,0,1,2,1,1,1,1,2,0,0,2,2,1,2,1,2,0,2,2,1,0,1,2,2,2,1,2,1,0,0,2,1,0,2,2
85,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,2,1,2,1,1,1,1,2,1,1,0,1,1,1,0,0,1,0,2,2,1,2,1,2,2,0,0,2,2,0,0,2,0,2,2,2,1,2
86,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,1,0,2,1,1,2,2,2,1,0,2,0,0,0,1,1,2,2,0,0,1,2,2,0,2,2,1,0,1,1,2,0,2,2,2,1,2,2
87,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,2,3,4,4,1,0,2,0,2,2,1,2,2,0,0,0,2,2,0,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,0,2,0,0,2,2,2,1
88,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,2,2,1,2,1,0,0,2,0,2,2,2,0,0,0,1,1,0,2,1,2,1,1,1,2,2,0,1,1,2,0,2,1,2,2,1,0,2
89,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,0,0,0,2,1,1,2,0,2,2,2,2,2,2,2,1,0,1,1,1,1,0,0,2,2,2,2,1,1,2,1,1,2,2,1,1,0,2
90,0,0,2,3,4,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,2,4,0,5,1,0,2,2,2,2,2,1,0,1,0,2,0,1,2,2,1,0,1,0,1,1,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,0
91,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,1,2,2,2,0,0,1,0,0,0,2,1,2,1,1,0,0,1,1,2,2,0,0,2,0,0,1,2,1,1,1,2,2,0,1,2,1,1
92,0,0,2,3,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,2,4,0,5,1,0,2,0,1,0,1,1,1,1,0,1,2,1,1,0,0,0,0,0,1,1,0,1,2,2,1,1,1,0,2,2,1,2,1,2,1,2,1,0,0
93,0,0,2,3,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,2,4,0,5,1,0,2,0,1,2,0,0,1,2,0,0,2,1,2,1,0,1,1,0,2,0,0,1,1,0,0,0,2,2,0,2,2,1,2,1,1,0,0,2,0
94,0,1,1,0,0,2,2,5,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,1,0,4,0,5,7,1,2,0,1,1,1,2,1,0,2,0,1,2,2,2,0,1,0,1,1,2,2,0,0,2,1,1,0,2,0,0,0,0,1,1,2,2,1,2,1
95,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,2,1,1,0,1,1,0,0,1,2,1,2,0,1,1,0,0,0,0,0,0,2,1,1,0,2,1,1,0,0,1,1,0,0,2,2,1,2
96,0,0,2,3,4,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,2,0,5,0,1,0,2,1,0,0,1,2,1,0,2,1,1,2,1,1,0,1,2,2,1,2,0,2,0,2,0,2,2,0,2,0,2,2,1,2,0,0,0,1,2
97,0,0,0,2,4,1,6,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,2,0,5,0,0,0,2,0,1,0,2,2,1,2,2,0,0,2,2,0,2,2,0,0,2,1,0,0,0,0,2,2,0,0,2,2,2,2,1,1,2,2,0,0,0
98,0,0,2,3,4,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,2,0,5,0,0,0,2,1,1,2,0,0,0,1,2,2,2,1,0,0,1,2,1,0,1,0,2,0,2,0,2,0,1,0,0,2,0,2,2,0,0,1,1,2,0
99,0,0,2,3,4,4,1,4,15,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,3,3,4,3,5,0,1,0,0,0,2,0,2,0,1,1,1,1,1,0,0,0,1,2,2,1,2,0,1,2,0,2,0,1,2,1,0,1,2,2,0,2,0,0,0
100,0,0,0,2,4,1,6,6,-1,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,2,0,5,0,0,0,2,0,0,0,2,1,1,0,0,2,0,1,0,0,2,1,0,2,0,1,2,0,0,0,1,2,2,1,1,2,1,0,0,0,2,2,0,2,2
101,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,2,2,2,2,2,1,1,1,0,1,2,2,2,0,0,2,0,2,2,0,2,2,1
102,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,0,0,0,2,2,2,1,2,2,2,0,0,2,0,0,1,0,2,0,1,2,1,1,0,0,0,0,0,0,2,1,1,1,2,0,1,2,2
103,0,1,1,1,1,0,4,3,14,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,2,3,4,4,1,0,1,2,0,2,0,2,2,1,1,2,0,1,0,0,2,1,1,0,0,2,2,0,0,1,2,0,2,1,0,2,2,1,2,1,0,1,2,2
104,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,2,1,0,0,1,2,0,1,0,1,0,1,1,2,0,1,0,0,2,1,2,2,0,2,2,1,2,0,0,2,1,2,2,1,2,2,1,0
105,0,0,2,3,0,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,2,4,0,5,1,0,2,2,1,2,0,0,0,0,2,1,2,0,1,2,0,1,2,2,0,0,2,0,1,2,2,1,2,2,1,1,0,2,2,0,2,0,1,1,2
106,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,1,2,6,6,1,0,0,2,0,1,1,0,0,1,1,0,1,0,1,1,0,2,1,0,1,0,2,2,0,1,1,0,2,0,0,1,0,0,0,1,0,1,2,1
107,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,2,1,1,1,2,2,0,1,0,1,1,0,2,2,0,0,0,2,2,0,0,2,0,1,1
108,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,3,3,1,1,2,0,1,0,0,0,0,0,2,1,0,1,2,0,1,2,0,1,2,0,1,1,2,2,1,0,2,2,1,1,2,1,1,1,0,2,2,0,0,0,1
109,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,3,4,3,5,0,1,1,2,2,1,0,1,1,2,0,2,1,2,2,1,2,1,2,0,0,2,2,1,1,2,1,0,1,0,2,2,2,1,0,1,0,0,1,1
110,0,0,0,2,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,3,3,1,1,2,0,1,0,1,1,0,0,1,1,0,0,2,2,1,0,1,1,2,1,1,0,2,1,1,2,0,0,1,2,0,0,2,2,0,1,0,1,2,2,1
111,0,1,1,1,1,0,4,3,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,2,3,4,4,1,0,1,1,1,2,2,0,1,0,2,1,2,0,2,2,0,0,2,0,1,0,1,0,2,2,1,0,1,0,2,1,2,1,0,0,1,1,2,2
112,0,1,1,0,3,3,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,0,1,2,2,3,1,0,0,0,0,0,2,1,2,0,0,2,0,1,2,1,0,2,1,0,0,0,0,2,2,1,2,0,2,1,0,0,0,1,2,1,2,0,2,1
113,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,2,3,4,4,1,0,0,1,2,0,0,2,2,1,1,0,1,1,2,0,0,2,1,2,2,1,1,1,2,2,0,0,1,0,2,2,1,0,0,1,0,0,2,2
114,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,3,3,1,1,2,0,1,0,1,1,2,2,1,0,1,2,0,0,2,0,2,0,0,2,0,2,1,2,1,1,0,2,0,2,0,1,2,1,0,0,2,2,2,1,2
115,0,0,0,2,2,5,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,2,0,5,0,0,0,2,2,1,0,2,0,0,0,0,1,0,1,0,0,2,2,1,2,2,2,2,2,0,1,2,2,2,2,0,0,1,0,2,2,2,0,2,0,2
116,0,1,1,1,1,0,4,3,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,0,2,2,2,2,1,0,0,1,0,2,2,1,1,1,1,2,2,1,2,0,1,2,1,1,1,2,2,2,1,1,2,0,1,1,2,1,2
117,0,1,2,3,0,2,2,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,4,3,5,0,-1,2,2,2,2,2,1,1,2,1,2,1,0,2,1,2,0,0,2,1,2,2,2,0,0,1,1,0,1,1,0,1,1,2,2,2,2,1,2
118,0,0,2,3,0,2,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,0,5,1,0,2,2,1,0,2,0,0,1,1,2,0,2,1,2,2,2,0,2,2,0,2,0,0,1,0,1,2,1,1,2,2,1,0,0,1,1,0,0,0
119,0,0,2,3,0,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,2,4,0,5,1,0,2,1,1,1,0,0,1,0,2,1,2,0,1,0,0,2,1,1,0,1,0,2,2,2,2,1,2,2,0,2,0,0,1,1,2,0,2,0,2
120,0,0,2,3,4,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,2,0,5,0,1,0,2,2,1,2,0,0,2,1,2,0,0,0,1,2,1,0,1,1,1,2,1,1,1,1,2,2,0,1,1,1,1,1,1,0,2,0,1,2,1
121,0,0,0,2,2,5,3,7,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,3,3,1,1,2,0,-1,0,0,2,2,2,1,2,0,2,2,1,1,1,1,0,0,1,2,1,1,1,2,2,2,1,1,1,2,1,0,1,1,0,1,2,2,2,1
122,0,0,0,2,2,5,3,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,3,3,1,1,2,0,1,1,1,2,1,1,2,0,2,1,0,2,1,0,0,0,2,2,0,1,1,0,1,0,2,0,0,0,0,2,0,1,2,1,1,0,0,0,1
123,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,3,3,1,1,2,0,1,1,1,1,0,2,2,0,0,2,0,0,1,0,1,2,1,2,2,2,1,1,0,1,1,2,1,2,0,2,0,0,0,0,2,0,0,0,0
124,0,0,0,2,2,5,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,2,0,5,0,0,0,2,1,2,2,1,2,1,0,0,2,0,2,1,1,0,1,1,0,0,1,1,0,1,2,1,1,0,1,1,2,1,2,1,1,0,1,2,0,0
125,0,0,2,3,0,2,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,0,5,7,0,2,0,1,2,1,2,2,2,1,1,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2,0,0,1,2
126,0,0,0,2,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,3,3,1,1,2,0,1,0,2,0,2,0,1,1,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,1,0,0,0,2,1,1,1,2,0,1,0,0,0,2
127,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,2,2,1,2,0,0,0,0,1,0,0,1,0,1,0,2,2,1,2,1,2,2,0,2,1,1,1,1,2,0,0,1,2,1,0,2,1,1
128,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,1,0,2,1,1,1,0,0,1,1,2,2,0,2,1,2,2,1,2,0,0,1,2,0,2,1,0,2,1,2,1,0,2,1,0,1,1,0
129,0,0,0,2,2,5,3,7,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,3,3,1,1,2,0,1,0,0,0,2,1,2,1,1,2,0,2,2,2,2,1,2,1,0,0,2,1,0,1,0,1,1,2,0,2,0,2,1,2,2,1,2,1,1
130,0,1,2,0,0,2,2,5,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,1,0,4,0,5,7,1,2,0,0,0,0,1,0,1,0,2,1,0,2,1,2,2,1,0,2,2,0,2,1,2,1,2,2,0,1,1,0,1,1,0,2,0,0,2,2
131,0,0,0,2,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,3,3,4,3,5,0,1,2,2,2,0,1,2,2,2,0,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,2,2,2,0,0,2,1,2
132,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,2,2,2,2,0,0,1,0,1,2,2,1,0,0,2,2,0,0,0,2,0,1,2,2,0,1,2,1,1,1,0,0,0,2,1,1,1,0
133,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,2,2,2,2,0,0,1,1,2,0,1,0,2,2,2,1,1,2,1,0,1,2,0,0,2,2,2,2,1,1,1,1,1,2,1,0,0,2
134,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,2,1,1,2,2,6,1,0,2,2,1,1,1,0,1,1,0,0,0,2,0,1,2,0,1,0,1,0,0,2,1,0,0,0,2,1,0,1,2,1,1,0,1,0,1,0
135,0,0,2,3,0,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,2,4,0,5,1,0,2,2,0,0,2,0,1,1,2,2,2,2,2,0,0,2,0,2,2,1,2,1,0,0,1,0,1,2,2,1,1,1,0,0,1,1,2,0,0
136,0,0,2,3,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,2,4,0,5,1,0,2,0,0,0,2,0,0,1,0,0,1,2,2,2,2,0,0,1,0,2,1,1,0,1,1,1,2,0,2,1,0,2,1,0,0,2,2,2,0
137,0,1,1,0,3,3,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,0,1,2,2,3,1,0,2,2,2,0,0,0,2,0,1,2,0,2,1,1,0,2,1,2,0,2,1,2,2,1,0,0,0,1,2,0,0,2,1,2,1,0,2,2
138,0,0,0,2,2,5,3,7,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,2,0,5,0,0,0,2,0,1,0,1,1,2,0,2,0,2,1,0,0,2,0,0,1,1,2,2,1,2,2,2,0,1,0,0,0,2,1,0,2,1,1,0,1,2
139,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,1,0,0,1,1,0,1,0,2,1,2,1,2,1,1,1,1,2,1,0,0,2,2,2,2,0,0,0,1,1,2,2,1,2,2,2,2,1
140,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,3,3,1,1,2,0,1,2,0,1,0,2,0,2,1,0,0,0,1,0,2,0,0,1,2,0,1,2,0,2,0,2,1,0,0,0,1,0,2,0,2,0,0,1,0
141,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,2,2,2,0,2,1,1,2,1,0,2,1,1,0,1,0,0,0,0,0,1,2,2,1,0,0,2,0,0,1,0,2,1,1,2,0,1,1
142,0,0,0,2,4,1,6,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,2,0,5,0,0,0,2,1,1,0,1,0,2,2,2,0,0,1,1,1,1,1,1,2,0,2,0,0,2,2,2,1,1,2,1,2,0,2,1,0,1,0,2,1,0
143,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,3,3,1,1,2,0,1,1,0,1,0,0,2,2,1,0,0,2,1,2,2,2,1,1,0,0,0,0,1,1,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0
144,0,0,0,2,4,4,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,0,3,3,4,3,5,0,1,2,0,2,1,1,2,0,1,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,0,1,0,1,1,0,2,2,0,0,2,1,2,0,1
145,0,0,2,3,4,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,3,4,3,5,0,1,2,1,1,0,0,2,2,2,2,2,2,0,1,2,0,1,2,1,2,0,2,0,0,2,1,1,1,1,2,1,1,1,1,0,2,0,0,2
146,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,2,6,6,1,0,0,0,1,2,2,2,0,0,2,0,0,2,1,2,0,0,0,0,2,1,2,0,0,2,2,0,0,0,2,0,0,2,0,0,0,1,1,2
147,0,0,2,3,0,2,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,0,5,7,0,2,0,0,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,0,1,2,2,2,1,0
148,0,0,0,2,2,5,3,6,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,2,0,5,0,0,0,2,1,2,2,1,2,1,2,2,1,0,1,0,0,0,0,0,2,2,1,1,1,0,2,0,2,2,0,0,2,2,1,1,1,1,2,2,1,0
149,0,0,0,2,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,3,3,1,1,2,0,1,1,1,1,0,1,0,0,0,1,0,2,1,1,0,2,1,0,1,2,0,0,2,0,2,0,2,1,0,1,2,0,1,0,2,0,0,1,2
150,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,2,1,0,2,1,0,1,2,0,0,1,1,0,0,0,1,0,1,0,1,2,2,2,0,0,0,2,0,2,1,1,1,1,0,2,2,1,0
151,0,0,0,2,4,4,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,0,3,3,4,3,5,0,1,2,0,0,2,1,0,0,2,2,2,1,1,1,2,0,1,2,1,1,0,1,1,0,0,2,2,0,0,1,0,1,0,1,2,0,1,1,0
152,0,0,2,3,4,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,2,0,5,0,1,0,2,0,2,0,1,0,2,1,1,0,1,0,1,2,1,0,1,2,0,2,1,2,0,2,0,1,0,0,0,0,2,1,2,2,2,1,1,0,1
153,0,1,2,3,0,2,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,0,5,7,1,2,2,0,2,0,2,1,1,0,2,2,2,1,1,1,2,2,2,1,1,1,0,2,2,2,0,2,1,1,1,2,2,2,1,1,2,0,0,2
154,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,2,1,0,0,1,2,2,0,0,2,1,0,0,0,2,2,2,1,2,1,0,0,0,1,1,2,1,2,0,0,0,0,2,0,1,2,0,0
155,0,0,0,2,4,1,6,6,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,2,0,5,0,0,0,2,0,1,2,1,0,2,1,0,1,2,1,2,0,0,2,2,0,0,2,1,0,2,0,1,1,0,1,2,2,0,2,2,1,1,1,2,2,2
156,0,0,2,3,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,2,4,0,5,1,0,2,1,0,2,2,1,0,2,0,2,1,1,2,1,0,2,2,2,0,1,0,1,2,1,1,1,0,0,1,2,2,2,0,2,0,2,0,1,2
157,0,0,2,3,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,2,4,0,5,1,0,2,0,0,1,0,2,2,2,2,0,2,0,2,2,1,1,2,0,2,1,0,0,2,2,2,0,0,0,1,2,2,2,0,0,1,0,0,2,2
158,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,0,1,2,2,3,1,0,2,0,0,0,0,1,1,1,0,0,0,1,0,2,0,2,2,0,1,2,0,0,1,1,0,1,2,1,0,2,2,2,1,1,2,0,1,2
159,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,2,3,6,6,1,0,0,2,2,2,0,2,0,1,2,0,2,2,2,2,1,2,0,1,0,1,2,2,1,2,1,2,1,1,1,1,2,2,0,1,1,0,2,2
160,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,3,3,1,1,2,0,1,2,1,1,0,1,2,1,1,1,0,1,2,1,0,0,1,1,0,1,2,2,0,0,2,1,1,2,1,0,0,0,2,2,0,2,2,0,0
161,0,0,2,3,0,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,2,4,0,5,1,0,2,2,2,2,0,2,2,2,2,2,0,2,0,1,1,1,1,0,0,0,2,0,1,1,1,2,0,0,2,1,1,2,0,0,0,2,2,2,1
162,0,0,0,2,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,3,3,4,3,5,0,1,0,0,0,1,2,1,2,0,1,0,2,1,0,1,2,2,2,1,1,1,0,2,2,2,2,1,1,2,1,1,2,0,1,2,2,2,2,1
163,0,0,2,3,4,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,2,0,5,0,0,0,2,1,0,2,1,0,0,1,0,1,1,0,2,2,1,1,2,1,0,0,2,1,0,1,1,1,2,2,0,0,0,2,1,0,0,0,0,2,0
164,0,1,1,1,1,0,4,3,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,2,3,4,4,1,0,0,2,1,0,2,0,2,1,2,2,0,1,0,2,0,0,1,2,0,2,0,0,1,1,2,0,2,1,1,2,1,1,2,2,2,0,1,1
