,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13
123,0,1,2,1,2,1,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,3,4,4,0,34,1,0,1,1,0,1,1,1,1,0,1,0,0
124,0,0,1,3,3,3,0,1,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,3,4,4,0,36,0,1,1,1,0,1,0,1,0,0,0,1,1
125,0,0,1,2,4,4,3,5,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,2,4,4,5,2,0,-1,1,1,0,1,1,1,1,1,0,0,0,0,0
126,0,1,0,1,1,5,1,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,3,3,2,0,6,1,4,1,1,1,0,1,1,1,0,0,1,0,1,0
127,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,37,0,0,0,0,0,1,1,1,1,0,0,1,0
128,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,35,0,1,1,1,1,0,1,0,0,1,0,0,1
129,0,0,1,3,3,3,0,1,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,3,4,4,0,36,0,0,0,1,1,1,1,0,1,1,0,1,0
130,0,0,1,2,4,4,3,6,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,5,1,1,0,-1,1,0,0,0,0,1,0,1,0,1,1,0,0
131,0,0,1,2,4,4,3,5,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,2,4,4,5,2,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0
132,0,1,0,0,1,5,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,1,3,0,1,-1,1,0,0,0,1,1,0,0,1,0,1,1,1
133,0,1,0,1,1,5,4,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,3,3,2,0,6,1,4,0,1,0,1,1,1,1,0,0,1,0,0,0
134,0,1,0,0,1,5,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,1,3,0,1,30,1,1,1,0,1,1,1,1,0,1,0,1,1
135,0,0,1,2,4,4,3,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,5,1,1,1,-1,0,1,1,1,0,0,0,0,1,0,1,0,1
136,0,0,1,2,0,0,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,22,0,1,1,0,1,0,0,0,0,0,0,1,1
137,0,0,1,2,0,0,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,22,1,1,0,1,0,0,0,0,1,1,0,1,1
138,0,0,1,2,0,0,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,22,1,0,1,1,0,1,1,1,1,0,0,0,1
139,0,0,1,2,0,0,5,2,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,0,2,0,2,5,0,16,1,0,1,0,1,1,0,1,1,1,0,1,0
140,0,0,1,2,0,0,5,2,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,0,2,0,2,5,0,-1,1,0,0,0,0,1,1,1,1,1,0,1,0
141,0,1,0,0,1,5,4,0,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,3,3,2,0,6,1,-1,1,0,1,0,0,0,1,0,1,0,0,1,0
142,0,1,0,1,1,5,1,3,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,3,3,2,0,3,1,-1,1,1,0,0,1,0,0,1,1,0,0,0,0
143,0,1,0,0,4,2,2,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,4,4,5,2,1,7,0,0,1,1,0,0,0,1,1,0,0,1,1
144,0,0,1,2,4,4,3,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,5,1,1,1,-1,0,0,0,1,1,1,1,0,1,1,1,0,1
145,0,1,0,0,4,2,2,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,2,4,4,5,2,1,10,0,0,0,1,1,1,1,0,1,1,0,0,1
146,0,1,0,1,1,5,1,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,1,3,0,1,31,1,0,0,0,1,0,0,1,0,1,0,0,1
147,0,1,2,1,2,1,1,3,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,1,3,0,1,-1,0,0,1,1,1,1,0,1,0,0,1,0,0
148,0,0,1,0,4,4,2,4,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,2,4,4,5,2,1,-1,0,0,1,0,1,0,0,0,1,0,1,1,0
149,0,1,0,0,4,2,2,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,2,4,4,5,2,1,10,1,1,0,1,1,1,1,0,0,1,0,1,1
150,0,0,2,3,3,3,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,0,2,0,6,7,0,19,0,1,0,0,0,0,0,0,1,0,1,0,0
151,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,35,0,0,1,0,0,0,1,0,0,0,0,0,0
152,0,0,2,3,3,3,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,0,2,0,6,7,0,20,0,1,0,1,0,1,0,0,0,0,0,1,0
153,0,0,1,0,4,4,2,4,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,0,5,1,1,1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0
154,0,0,2,3,3,3,6,7,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,0,2,0,6,7,0,20,1,0,0,1,1,1,0,0,0,1,0,1,1
155,0,1,0,0,4,2,2,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,4,4,5,2,1,7,1,1,1,1,0,0,1,1,0,0,1,0,1
156,0,1,0,1,1,5,1,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,3,3,2,0,6,1,4,0,0,1,1,1,1,1,1,1,1,1,0,0
157,0,1,0,0,4,2,2,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,4,4,5,2,1,8,1,0,1,0,0,1,1,1,0,1,0,1,1
158,0,0,2,3,3,3,6,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,35,1,0,0,0,1,1,0,1,1,1,1,0,1
159,0,1,0,0,4,2,2,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,4,4,5,2,1,-1,0,1,0,0,0,0,0,1,0,0,1,1,1
160,0,1,0,0,1,2,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,1,3,0,1,28,1,1,1,0,0,0,1,0,0,0,1,1,1
161,0,0,1,2,0,4,3,5,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,2,4,4,5,2,0,12,1,1,1,1,1,1,0,0,1,0,1,1,1
162,0,1,0,1,1,5,1,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,3,3,2,0,6,1,4,0,1,1,1,0,1,1,0,1,1,0,1,1
163,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,-1,0,1,1,1,1,0,1,1,1,0,1,0,0
164,0,0,1,2,4,4,3,5,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,2,4,4,5,2,0,11,1,0,0,1,1,1,1,1,0,0,0,1,0
165,0,1,2,1,2,1,1,3,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,3,3,2,0,3,1,-1,1,0,0,1,1,0,1,0,1,1,1,0,0
166,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,37,1,0,1,0,0,1,1,0,0,0,0,1,1
167,0,1,0,0,1,5,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,1,3,0,1,30,1,0,0,1,0,1,0,1,1,0,1,0,0
168,0,1,0,0,4,2,2,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,0,5,1,1,1,-1,0,0,1,1,0,1,1,0,0,1,1,1,1
169,0,0,1,2,0,4,3,6,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,-1,1,0,1,1,0,0,0,1,1,0,1,0,0
170,0,0,1,2,0,0,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,22,1,1,0,1,0,1,0,0,0,0,1,1,0
171,0,0,2,3,3,3,0,1,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,0,2,0,2,7,0,-1,1,0,0,0,0,0,0,1,1,0,1,1,0
172,0,0,1,2,0,4,3,6,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,23,1,0,1,1,1,0,1,0,1,1,0,0,0
173,0,1,2,1,2,1,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,1,1,1,3,4,4,0,34,0,1,0,1,1,1,1,1,0,0,0,1,0
174,0,0,1,2,4,4,3,6,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,5,1,1,1,-1,1,0,1,1,1,0,1,1,0,1,0,1,1
175,0,0,1,2,0,0,3,5,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,2,4,4,2,5,0,14,0,0,1,1,1,1,0,1,1,0,0,0,0
176,0,1,0,1,1,5,1,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,1,3,0,1,31,1,0,1,1,1,1,0,1,1,0,1,0,1
177,0,1,0,0,1,5,4,0,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,3,3,2,0,6,1,-1,0,0,1,0,1,0,1,0,0,1,1,0,0
178,0,1,0,0,1,5,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,1,3,0,1,30,0,1,0,1,1,0,0,1,1,0,0,1,0
179,0,0,1,2,0,0,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,22,1,1,0,1,0,1,0,1,0,0,0,1,1
180,0,1,2,1,2,1,1,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,1,3,0,1,32,1,1,1,1,0,1,0,1,0,0,1,1,1
181,0,0,1,3,3,3,0,1,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,0,2,0,2,5,0,17,1,0,0,0,1,1,1,0,1,0,1,1,0
182,0,1,2,1,2,1,6,7,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,6,3,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
183,0,0,1,2,4,4,3,6,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,5,1,1,0,24,1,1,1,0,1,1,1,0,1,0,0,1,0
184,0,1,0,1,1,5,1,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,3,3,2,0,6,1,4,0,0,0,0,1,1,0,1,1,1,1,1,0
185,0,1,2,1,2,1,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,1,3,0,1,-1,1,1,0,0,1,0,1,1,1,0,0,1,0
186,0,0,1,3,0,0,5,6,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,3,4,4,0,36,1,0,1,0,1,1,0,0,1,1,1,1,1
187,0,0,1,2,0,0,5,6,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,3,4,4,0,21,1,1,0,1,0,0,0,0,0,1,1,1,0
188,0,1,0,1,1,5,1,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,1,3,0,1,-1,1,1,1,0,1,0,1,0,1,1,0,0,1
189,0,1,2,1,2,1,1,3,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,0,3,1,-1,0,1,0,0,0,1,1,0,1,1,1,0,1
190,0,1,0,1,1,5,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,1,3,0,1,-1,1,0,1,1,0,0,1,0,0,0,1,1,0
191,0,0,1,2,0,0,5,6,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,0,5,1,1,0,-1,1,0,1,1,1,0,1,0,1,1,0,1,0
192,0,1,2,1,2,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,6,3,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
193,0,1,0,0,1,5,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,1,3,0,1,30,1,0,0,0,1,0,0,1,0,1,1,0,1
194,0,0,1,2,0,0,5,6,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,5,1,1,0,-1,0,1,1,0,1,0,0,0,1,1,0,1,0
195,0,1,0,1,1,5,4,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,1,3,0,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,0
196,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,-1,0,1,0,0,0,0,1,0,0,0,1,1,0
197,0,1,2,1,2,1,6,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,6,3,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
198,0,1,0,0,4,2,2,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,4,4,5,2,1,8,1,1,1,1,1,0,0,1,0,0,1,0,1
199,0,0,1,2,0,0,5,2,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,0,2,0,2,5,0,15,1,0,1,0,0,0,0,1,1,1,1,0,1
200,0,0,2,3,3,3,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,0,2,0,6,7,0,19,1,0,0,1,1,1,0,1,0,0,0,1,0
201,0,0,2,3,3,3,0,1,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,0,2,0,2,7,0,-1,0,0,1,0,1,1,0,0,0,0,1,0,0
202,0,0,2,3,3,3,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,0,2,0,6,7,0,-1,0,0,0,0,1,1,1,0,1,0,0,0,1
203,0,0,1,2,4,4,3,6,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,0,5,1,1,0,-1,0,0,0,1,0,0,0,0,1,1,0,0,1
204,0,0,1,3,3,3,0,2,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,0,2,0,2,5,0,-1,1,0,0,0,0,1,1,0,0,0,0,1,1
205,0,1,0,0,4,2,2,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,0,5,1,1,1,-1,1,1,1,1,0,0,1,1,1,0,0,0,1
206,0,0,1,2,4,4,3,5,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,2,4,4,5,2,0,11,1,0,0,0,0,0,0,1,0,0,1,1,0
207,0,0,1,3,3,3,0,1,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,3,4,4,0,36,1,0,1,1,0,0,0,0,1,0,0,1,1
208,0,1,0,1,1,5,1,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,3,3,2,0,6,1,4,0,1,0,1,0,0,1,0,0,0,1,0,0
209,0,1,0,1,1,5,1,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,1,3,0,1,-1,0,0,1,0,1,1,0,1,0,0,1,1,1
210,0,1,0,0,4,2,2,4,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,5,1,1,1,25,0,0,0,1,0,0,0,1,0,1,1,1,0
211,0,0,2,3,3,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,0,2,0,6,7,0,19,1,1,1,1,1,1,1,1,0,1,0,0,0
212,0,1,2,1,2,1,6,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,6,3,1,-1,0,0,0,1,0,1,1,0,1,1,0,0,1
213,0,0,1,2,0,0,5,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,3,4,4,0,-1,1,1,0,0,1,0,0,0,1,0,0,0,0
214,0,1,0,0,4,2,2,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,2,4,4,5,2,1,10,1,0,1,1,0,1,1,0,1,1,1,1,0
215,0,0,2,3,3,3,0,1,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,3,4,4,0,-1,0,0,1,1,1,0,1,0,0,0,1,0,1
216,0,1,0,0,4,2,2,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,4,4,5,2,1,8,1,0,1,0,1,0,0,1,1,1,0,0,1
217,0,0,2,3,3,3,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,0,2,0,6,7,0,19,0,1,1,0,1,1,1,0,1,1,1,1,1
218,0,1,0,0,4,2,2,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,2,4,4,5,2,1,10,0,1,1,0,1,1,1,0,0,0,1,1,1
219,0,1,0,0,4,2,2,4,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,5,1,1,1,25,1,1,1,1,0,0,1,0,1,0,0,1,0
220,0,1,0,0,1,2,4,0,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,3,3,2,0,6,1,6,0,1,0,1,0,0,1,1,1,0,1,0,1
221,0,1,2,1,2,1,6,7,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,3,2,0,6,3,0,3,0,0,1,0,1,0,1,0,0,1,1,1,1
222,0,0,0,0,4,4,2,4,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,2,4,4,5,2,1,10,0,1,1,0,0,0,1,0,0,0,0,1,1
223,0,1,2,1,2,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,6,3,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
224,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,37,0,1,0,0,1,0,1,0,1,0,0,1,1
225,0,1,0,1,1,5,1,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,1,3,0,1,-1,0,1,1,0,1,1,0,0,1,1,0,0,0
226,0,0,1,3,0,0,5,2,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,2,0,2,0,2,5,0,16,1,1,1,1,0,1,0,1,1,0,0,0,0
227,0,0,1,0,4,4,2,4,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,2,4,4,5,2,1,-1,1,1,0,0,1,1,1,0,1,0,0,0,0
228,0,1,2,1,2,1,6,7,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,0,2,0,6,7,0,-1,1,1,0,0,1,0,0,0,0,1,0,1,0
229,0,0,1,3,3,3,0,2,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,0,2,0,2,5,0,-1,1,1,0,0,1,0,0,1,0,1,1,0,0
230,0,0,1,3,3,3,0,1,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,3,4,4,0,36,0,1,1,0,1,0,1,1,1,1,0,0,1
231,0,1,2,3,2,1,6,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,0,2,0,6,7,0,-1,1,1,0,1,1,0,0,1,1,0,1,1,0
232,0,1,0,0,4,2,2,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,5,1,1,1,-1,0,1,1,1,1,0,0,0,1,1,1,1,0
233,0,1,2,1,2,1,6,7,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,3,2,0,6,3,0,3,0,1,0,0,0,0,0,0,0,1,1,0,1
234,0,1,2,1,2,1,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,3,4,4,0,34,0,0,0,1,0,0,0,1,1,1,1,1,0
235,0,0,1,2,0,0,5,6,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,3,4,4,0,21,1,0,1,1,1,1,0,0,1,0,0,1,1
236,0,1,0,0,4,2,2,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,5,1,1,1,27,1,1,0,0,1,0,1,1,1,1,0,1,1
237,0,0,2,3,3,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,0,2,0,6,7,0,-1,0,0,0,1,0,1,0,0,0,1,1,1,1
238,0,0,1,2,0,0,5,2,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,0,2,0,2,5,0,16,1,1,1,0,0,1,1,0,0,0,1,0,1
239,0,1,2,1,2,1,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,1,3,0,1,33,0,1,1,0,0,1,0,1,0,1,0,0,0
240,0,0,1,2,0,0,5,2,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,0,2,0,2,5,0,16,1,0,0,1,0,0,0,1,0,1,0,0,1
241,0,0,2,3,3,3,6,7,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,2,0,6,7,0,20,1,1,0,0,1,0,1,1,0,1,0,1,0
242,0,1,0,0,1,2,4,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,1,3,0,1,28,1,0,0,0,0,1,0,1,1,1,0,0,0
243,0,1,0,0,4,2,2,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,0,5,1,1,1,25,0,0,0,0,1,1,1,0,0,1,1,1,0
244,0,0,1,3,3,3,0,1,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,3,4,4,0,36,0,1,0,1,1,0,0,0,1,0,1,0,0
245,0,0,2,3,3,3,0,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,3,4,4,0,35,1,1,0,1,0,0,1,1,1,1,0,1,0
246,0,1,2,1,2,1,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,1,3,0,1,33,0,0,0,0,1,0,1,0,1,1,0,1,0
247,0,0,1,2,4,4,3,5,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,2,4,4,5,2,0,11,1,0,0,0,1,0,0,0,1,0,0,1,0
248,0,0,2,3,3,3,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,0,2,0,6,7,0,20,0,1,0,0,1,0,0,1,1,0,0,0,0
249,0,1,0,0,1,2,4,0,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,3,3,2,0,6,1,6,1,0,1,1,0,0,0,0,1,1,1,0,1
250,0,0,1,2,4,4,3,6,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,0,5,1,1,0,-1,0,1,0,0,0,0,0,1,0,1,1,1,1
251,0,0,1,3,3,3,0,1,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,0,2,0,2,5,0,17,0,1,1,0,1,1,1,1,1,1,0,0,0
252,0,1,0,0,1,2,4,0,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,3,3,2,0,6,1,6,0,1,1,1,1,1,1,0,0,0,0,0,0
253,0,1,0,0,1,5,4,0,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,3,3,2,0,6,1,6,1,0,0,1,0,1,1,0,0,0,1,1,1
254,0,1,2,1,2,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,3,3,2,6,3,1,-1,1,1,0,1,0,1,0,0,0,1,1,1,0
