,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22
102,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,0,2,0,7,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0
103,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,15,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
104,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,2,2,0,0,0,14,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0
105,0,1,0,1,0,0,3,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,1,3,7,0,24,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
106,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,10,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
107,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,5,5,0,-1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
108,0,0,1,0,3,2,4,7,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,5,1,7,0,0,0,1,0,1,1,7,3,-1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
109,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
110,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,16,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
111,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1
112,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,2,3,1,0,6,1,0,-1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0
113,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,13,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
114,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,17,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
115,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0
116,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1
117,0,1,0,0,3,2,3,4,-1,14,0,0,0,0,1,1,1,0,0,2,2,3,0,3,3,0,0,0,1,0,1,1,7,0,-1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1
118,0,1,0,0,3,2,3,4,-1,5,0,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,0,0,1,0,1,1,7,0,25,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
119,0,0,2,2,4,1,1,3,6,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,4,3,2,3,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1
120,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,10,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1
121,0,0,2,0,3,2,4,3,15,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
122,0,0,2,2,1,1,6,2,-1,-1,-1,4,4,3,3,2,1,0,1,1,3,2,4,0,5,0,0,0,1,4,3,2,3,4,-1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
123,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
124,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0
125,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,-1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
126,0,1,0,1,0,0,3,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,1,3,6,0,-1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0
127,0,0,2,2,1,1,6,3,-1,-1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,-1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
128,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1
129,0,0,2,2,1,1,6,3,-1,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,26,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
130,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,0,2,0,7,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
131,0,1,0,0,3,2,3,4,-1,8,0,0,0,0,1,1,1,0,0,2,2,3,3,3,3,0,0,0,1,0,1,1,7,0,-1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
132,0,1,0,0,4,2,3,3,2,2,0,0,0,0,1,1,1,0,0,2,0,4,3,3,4,0,0,0,1,0,1,3,6,0,-1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
133,0,1,0,1,4,3,1,6,16,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,-1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1
134,0,0,2,0,3,2,4,3,9,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0
135,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,3,6,0,-1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0
136,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1
137,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
138,0,1,0,1,4,3,3,6,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,1,3,6,0,-1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
139,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
140,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,15,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
141,0,1,0,0,3,2,3,4,-1,11,0,0,0,0,1,1,1,0,0,2,0,3,3,3,3,0,0,0,1,0,1,1,7,0,-1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
142,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,10,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
143,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,3,6,0,18,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
144,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,12,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
145,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,1,2,0,2,2,0,2,0,7,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
146,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
147,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
148,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,-1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
149,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,-1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
150,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0
151,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,17,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1
152,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,16,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
153,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
154,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,1,5,3,6,0,-1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0
155,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,2,0,2,2,0,2,0,-1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
156,0,0,2,2,4,3,1,3,17,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,0,0,1,4,3,2,3,0,-1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
157,0,1,2,2,4,3,1,6,-1,2,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,0,0,3,4,0,6,1,0,23,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0
158,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,0,2,0,7,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
159,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,12,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
160,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,11,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
161,0,0,2,2,1,1,6,2,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,-1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
162,0,0,1,3,2,5,2,1,-1,9,2,1,2,2,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,7,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
163,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,5,5,2,0,7,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
164,0,0,2,2,1,1,6,2,-1,-1,-1,-1,5,4,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,-1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0
165,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
166,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
167,0,0,0,0,4,3,1,3,8,2,0,0,0,0,1,1,1,0,0,0,0,4,1,3,6,0,0,0,1,0,1,3,6,0,-1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
168,0,0,1,0,3,2,3,4,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,1,1,7,1,-1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1
169,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0
170,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,5,5,5,0,7,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1
171,0,1,0,0,0,2,3,4,-1,10,3,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,0,0,1,0,1,1,7,0,-1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
172,0,1,0,0,3,2,3,4,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,3,4,0,0,0,1,0,1,3,6,0,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
173,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1
174,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0
175,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0
176,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,16,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
177,0,1,2,2,4,3,1,6,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,3,4,0,6,1,0,23,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0
178,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
179,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
180,0,0,2,2,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,4,0,3,0,0,0,1,4,3,2,3,6,-1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0
181,0,0,1,0,3,2,4,4,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,0,0,1,0,1,1,7,3,-1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
182,0,1,0,0,3,2,3,4,3,5,0,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,0,0,1,0,1,1,7,0,25,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
183,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1
184,0,1,0,1,4,3,1,6,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,1,3,6,0,20,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0
185,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
186,0,0,2,2,4,1,1,3,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,4,3,2,3,0,-1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
187,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0
188,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,0,2,0,-1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1
189,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,5,5,5,0,-1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
190,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,-1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
191,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0
192,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0
193,0,1,0,1,0,0,3,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,1,1,7,0,-1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
194,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0
195,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
196,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,2,0,0,1,3,6,0,22,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1
197,0,0,2,2,1,1,6,2,-1,-1,5,0,0,0,1,1,1,0,1,0,3,1,1,6,5,0,0,0,1,4,3,2,3,0,-1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1
198,0,0,2,0,3,2,4,3,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,2,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
199,0,1,0,0,0,2,3,4,-1,14,0,0,0,0,1,1,1,0,0,2,2,3,0,3,3,0,0,0,1,0,1,1,7,0,-1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
200,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0
201,0,0,2,2,4,3,1,3,19,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,4,3,2,3,0,2,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1
202,0,0,2,2,1,1,6,2,-1,-1,-1,4,4,3,3,2,1,0,1,1,3,2,4,0,5,0,0,0,1,4,3,2,3,4,-1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
203,0,1,1,0,3,2,3,4,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,3,3,0,0,0,1,0,1,1,7,1,-1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
204,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,0,1,3,0,0,21,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0
205,0,1,0,1,4,3,1,6,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,1,3,6,0,20,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
206,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,2,2,0,2,0,-1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
207,0,0,2,2,4,3,1,3,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,0,0,1,4,3,2,3,0,2,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
208,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0
209,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,-1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
210,0,0,2,2,1,1,6,2,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,0,0,1,4,3,2,3,2,27,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
211,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1
212,0,0,2,2,1,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,0,0,1,4,3,2,3,9,-1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0
